date,weekdate,NAVER_RU,NAVER_U,NAVER_UC,NAVER_D,NAVER_RD,NAVER_end,NAVER_start,NAVER_high,NAVER_low,NAVER_abount
17/01/02,0,777000,0,0,1,0,0,778000,787000,775000,30777
17/01/03,1,767000,0,0,0,1,0,777000,777000,767000,51766
17/01/04,2,810000,1,0,0,0,0,775000,810000,771000,120359
17/01/05,3,791000,0,0,0,1,0,810000,810000,791000,68724
17/01/06,4,799000,0,1,0,0,0,791000,801000,786000,50269
17/01/09,0,779000,0,0,0,1,0,791000,799000,777000,76688
17/01/10,1,792000,0,1,0,0,0,787000,793000,779000,47372
17/01/11,2,796000,0,0,1,0,0,786000,802000,786000,48742
17/01/12,3,802000,0,0,1,0,0,799000,815000,796000,56389
17/01/13,4,790000,0,0,0,1,0,802000,805000,787000,68231
17/01/16,0,794000,0,0,1,0,0,792000,801000,774000,55042
17/01/17,1,795000,0,0,1,0,0,787000,797000,782000,50942
17/01/18,2,788000,0,0,1,0,0,800000,800000,787000,55176
17/01/19,3,801000,0,1,0,0,0,787000,806000,787000,67811
17/01/20,4,785000,0,0,0,1,0,797000,798000,785000,73435
17/01/23,0,771000,0,0,0,1,0,778000,779000,763000,90668
17/01/24,1,761000,0,0,0,1,0,771000,771000,760000,106880
17/01/25,2,763000,0,0,1,0,0,763000,768000,760000,119005
17/01/26,3,753000,0,0,0,1,0,751000,763000,736000,274419
17/01/31,1,758000,0,0,1,0,0,750000,767000,743000,127610
17/02/01,2,771000,0,1,0,0,0,761000,774000,760000,92541
17/02/02,3,772000,0,0,1,0,0,776000,780000,770000,121050
17/02/03,4,774000,0,0,1,0,0,770000,776000,767000,142414
17/02/06,0,779000,0,0,1,0,0,781000,781000,772000,127029
17/02/07,1,800000,0,1,0,0,0,778000,802000,775000,135111
17/02/08,2,795000,0,0,1,0,0,799000,799000,791000,77643
17/02/09,3,787000,0,0,0,1,0,788000,796000,783000,102023
17/02/10,4,795000,0,1,0,0,0,795000,795000,787000,67489
17/02/13,0,795000,0,0,1,0,0,800000,803000,788000,59380
17/02/14,1,770000,0,0,0,1,0,785000,790000,766000,119907
17/02/15,2,773000,0,0,1,0,0,769000,777000,768000,66435
17/02/16,3,777000,0,0,1,0,0,770000,777000,769000,73821
17/02/17,4,780000,0,0,1,0,0,773000,785000,772000,104341
17/02/20,0,781000,0,0,1,0,0,773000,784000,772000,75042
17/02/21,1,790000,0,1,0,0,0,778000,793000,776000,115574
17/02/22,2,797000,0,0,1,0,0,788000,800000,786000,107372
17/02/23,3,808000,0,1,0,0,0,805000,815000,804000,96955
17/02/24,4,803000,0,0,1,0,0,803000,807000,793000,77173
17/02/27,0,796000,0,0,1,0,0,800000,807000,792000,33895
17/02/28,1,776000,0,0,0,1,0,794000,800000,776000,97398
17/03/02,3,815000,1,0,0,0,0,799000,819000,790000,150962
17/03/03,4,809000,0,0,1,0,0,816000,839000,794000,98302
17/03/06,0,800000,0,0,0,1,0,810000,817000,795000,57995
17/03/07,1,799000,0,0,1,0,0,800000,806000,794000,48316
17/03/08,2,800000,0,0,1,0,0,798000,807000,791000,56378
17/03/09,3,789000,0,0,0,1,0,801000,806000,789000,75785
17/03/10,4,800000,0,1,0,0,0,789000,802000,783000,48907
17/03/13,0,826000,0,1,0,0,0,800000,833000,799000,83464
17/03/14,1,815000,0,0,0,1,0,827000,833000,811000,94487
17/03/15,2,820000,0,0,1,0,0,817000,826000,810000,40787
17/03/16,3,819000,0,0,1,0,0,834000,835000,817000,53315
17/03/17,4,827000,0,0,1,0,0,825000,833000,819000,59069
17/03/20,0,818000,0,0,0,1,0,830000,830000,810000,59293
17/03/21,1,871000,1,0,0,0,0,828000,872000,825000,150195
17/03/22,2,849000,0,0,0,1,0,870000,871000,846000,79212
17/03/23,3,864000,0,1,0,0,0,860000,872000,851000,80062
17/03/24,4,872000,0,0,1,0,0,864000,880000,864000,55786
17/03/27,0,885000,0,1,0,0,0,865000,892000,865000,60459
17/03/28,1,853000,0,0,0,1,0,885000,886000,851000,82475
17/03/29,2,864000,0,1,0,0,0,859000,865000,854000,58716
17/03/30,3,861000,0,0,1,0,0,865000,874000,856000,57075
17/03/31,4,855000,0,0,1,0,0,861000,870000,854000,50026
17/04/03,0,873000,0,1,0,0,0,855000,878000,843000,54884
17/04/04,1,850000,0,0,0,1,0,868000,869000,846000,59594
17/04/05,2,843000,0,0,1,0,0,857000,859000,835000,99674
17/04/06,3,840000,0,0,1,0,0,838000,840000,826000,72103
17/04/07,4,828000,0,0,0,1,0,837000,842000,825000,57671
17/04/10,0,818000,0,0,0,1,0,823000,828000,811000,71406
17/04/11,1,770000,0,0,0,0,1,810000,811000,767000,263066
17/04/12,2,768000,0,0,1,0,0,773000,777000,757000,205449
17/04/13,3,802000,0,1,0,0,0,773000,803000,770000,173040
17/04/14,4,787000,0,0,0,1,0,798000,811000,786000,59789
17/04/17,0,785000,0,0,1,0,0,780000,793000,773000,55583
17/04/18,1,778000,0,0,1,0,0,791000,791000,777000,54222
17/04/19,2,777000,0,0,1,0,0,778000,785000,777000,82834
17/04/20,3,796000,0,1,0,0,0,785000,800000,781000,98297
17/04/21,4,813000,0,1,0,0,0,801000,813000,796000,85913
17/04/24,0,810000,0,0,1,0,0,811000,813000,805000,86866
17/04/25,1,815000,0,0,1,0,0,815000,815000,803000,151351
17/04/26,2,807000,0,0,1,0,0,815000,816000,804000,161105
17/04/27,3,791000,0,0,0,1,0,796000,800000,785000,169134
17/04/28,4,800000,0,1,0,0,0,791000,803000,791000,112573
17/05/02,1,801000,0,0,1,0,0,800000,807000,790000,108742
17/05/04,3,823000,0,1,0,0,0,806000,823000,803000,88182
17/05/08,0,845000,0,1,0,0,0,823000,845000,815000,133891
17/05/10,2,824000,0,0,0,1,0,859000,878000,823000,141076
17/05/11,3,866000,1,0,0,0,0,841000,866000,837000,174898
17/05/12,4,848000,0,0,0,1,0,864000,865000,842000,76597
17/05/15,0,839000,0,0,0,1,0,853000,854000,834000,47526
17/05/16,1,839000,0,0,1,0,0,839000,850000,830000,54957
17/05/17,2,832000,0,0,1,0,0,835000,838000,829000,73344
17/05/18,3,824000,0,0,1,0,0,829000,832000,817000,58999
17/05/19,4,832000,0,0,1,0,0,822000,833000,822000,125157
17/05/22,0,847000,0,1,0,0,0,848000,848000,834000,70139
17/05/23,1,842000,0,0,1,0,0,846000,850000,838000,74596
17/05/24,2,852000,0,1,0,0,0,850000,855000,842000,91609
17/05/25,3,852000,0,0,1,0,0,855000,858000,848000,66807
17/05/26,4,855000,0,0,1,0,0,860000,863000,854000,61658
17/05/29,0,856000,0,0,1,0,0,860000,864000,852000,45405
17/05/30,1,852000,0,0,1,0,0,856000,859000,845000,67161
17/05/31,2,845000,0,0,1,0,0,849000,864000,843000,95528
17/06/01,3,842000,0,0,1,0,0,850000,860000,842000,55107
17/06/02,4,864000,0,1,0,0,0,843000,864000,843000,68640
17/06/05,0,876000,0,1,0,0,0,854000,887000,854000,104348
17/06/07,2,876000,0,0,1,0,0,876000,888000,871000,84108
17/06/08,3,890000,0,1,0,0,0,885000,893000,877000,105056
17/06/09,4,960000,1,0,0,0,0,895000,975000,894000,183462
17/06/12,0,895000,0,0,0,0,1,926000,933000,895000,198383
17/06/13,1,895000,0,0,1,0,0,895000,919000,891000,112622
17/06/14,2,883000,0,0,0,1,0,898000,914000,875000,133198
17/06/15,3,885000,0,0,1,0,0,880000,896000,879000,76874
17/06/16,4,892000,0,0,1,0,0,889000,892000,873000,96765
17/06/19,0,878000,0,0,0,1,0,887000,898000,876000,63532
17/06/20,1,866000,0,0,0,1,0,892000,893000,864000,83933
17/06/21,2,880000,0,1,0,0,0,857000,881000,832000,97753
17/06/22,3,880000,0,0,1,0,0,878000,888000,871000,59325
17/06/23,4,887000,0,0,1,0,0,884000,896000,875000,61621
17/06/26,0,888000,0,0,1,0,0,891000,903000,881000,58948
17/06/27,1,869000,0,0,0,1,0,890000,902000,866000,686346
17/06/28,2,861000,0,0,1,0,0,858000,865000,851000,101311
17/06/29,3,853000,0,0,1,0,0,864000,868000,851000,72186
17/06/30,4,838000,0,0,0,1,0,845000,850000,835000,111979
17/07/03,0,844000,0,0,1,0,0,844000,850000,833000,64145
17/07/04,1,840000,0,0,1,0,0,840000,847000,837000,44926
17/07/05,2,835000,0,0,1,0,0,837000,840000,831000,65120
17/07/06,3,825000,0,0,0,1,0,834000,835000,818000,108236
17/07/07,4,838000,0,1,0,0,0,825000,841000,822000,93149
17/07/10,0,813000,0,0,0,1,0,829000,834000,813000,94323
17/07/11,1,830000,0,1,0,0,0,813000,835000,813000,82714
17/07/12,2,821000,0,0,0,1,0,831000,839000,815000,70912
17/07/13,3,830000,0,1,0,0,0,817000,837000,817000,91884
17/07/14,4,839000,0,1,0,0,0,829000,839000,826000,98662
17/07/17,0,839000,0,0,1,0,0,840000,844000,835000,84952
17/07/18,1,830000,0,0,0,1,0,841000,844000,826000,63292
17/07/19,2,835000,0,0,1,0,0,831000,842000,830000,69438
17/07/20,3,835000,0,0,1,0,0,833000,842000,827000,63638
17/07/21,4,839000,0,0,1,0,0,832000,840000,832000,60799
17/07/24,0,833000,0,0,1,0,0,837000,838000,821000,68561
17/07/25,1,837000,0,0,1,0,0,834000,838000,824000,65990
17/07/26,2,825000,0,0,0,1,0,840000,841000,819000,82343
17/07/27,3,825000,0,0,1,0,0,820000,829000,819000,70479
17/07/28,4,799000,0,0,0,1,0,821000,824000,799000,125875
17/07/31,0,803000,0,0,1,0,0,799000,808000,786000,87685
17/08/01,1,796000,0,0,1,0,0,794000,802000,790000,82928
17/08/02,2,795000,0,0,1,0,0,792000,800000,791000,83691
17/08/03,3,778000,0,0,0,1,0,794000,798000,775000,134930
17/08/04,4,776000,0,0,1,0,0,779000,785000,776000,67353
17/08/07,0,796000,0,1,0,0,0,777000,803000,768000,148923
17/08/08,1,810000,0,1,0,0,0,801000,816000,800000,104049
17/08/09,2,798000,0,0,0,1,0,798000,807000,797000,51973
17/08/10,3,794000,0,0,1,0,0,794000,802000,791000,73502
17/08/11,4,795000,0,0,1,0,0,781000,798000,780000,53942
17/08/14,0,779000,0,0,0,1,0,807000,807000,776000,79397
17/08/16,2,787000,0,1,0,0,0,780000,790000,779000,69817
17/08/17,3,777000,0,0,0,1,0,781000,786000,776000,73408
17/08/18,4,784000,0,0,1,0,0,773000,785000,773000,52621
17/08/21,0,781000,0,0,1,0,0,784000,785000,775000,40484
17/08/22,1,767000,0,0,0,1,0,781000,781000,763000,229898
17/08/23,2,773000,0,0,1,0,0,772000,781000,770000,97015
17/08/24,3,771000,0,0,1,0,0,770000,774000,766000,116996
17/08/25,4,780000,0,1,0,0,0,771000,787000,771000,82607
17/08/28,0,783000,0,0,1,0,0,781000,793000,779000,109037
17/08/29,1,778000,0,0,1,0,0,779000,780000,767000,105691
17/08/30,2,774000,0,0,1,0,0,778000,783000,771000,112999
17/08/31,3,755000,0,0,0,1,0,769000,770000,751000,198250
17/09/01,4,746000,0,0,0,1,0,757000,761000,745000,146540
17/09/04,0,726000,0,0,0,1,0,724000,734000,724000,140477
17/09/05,1,736000,0,1,0,0,0,728000,742000,727000,97577
17/09/06,2,737000,0,0,1,0,0,729000,739000,725000,80239
17/09/07,3,730000,0,0,1,0,0,736000,737000,730000,68175
17/09/08,4,727000,0,0,1,0,0,725000,733000,724000,70880
17/09/11,0,720000,0,0,1,0,0,727000,727000,717000,75517
17/09/12,1,735000,0,1,0,0,0,723000,742000,718000,83031
17/09/13,2,729000,0,0,1,0,0,733000,735000,725000,74276
17/09/14,3,765000,0,1,0,0,0,730000,769000,729000,226589
17/09/15,4,760000,0,0,1,0,0,764000,764000,752000,99262
17/09/18,0,781000,0,1,0,0,0,762000,786000,761000,122896
17/09/19,1,770000,0,0,0,1,0,775000,777000,764000,73974
17/09/20,2,783000,0,1,0,0,0,774000,787000,767000,86367
17/09/21,3,763000,0,0,0,1,0,777000,781000,760000,67757
17/09/22,4,764000,0,0,1,0,0,765000,775000,755000,64961
17/09/25,0,754000,0,0,0,1,0,760000,763000,749000,73864
17/09/26,1,753000,0,0,1,0,0,746000,755000,736000,75843
17/09/27,2,734000,0,0,0,1,0,750000,752000,734000,92054
17/09/28,3,733000,0,0,1,0,0,730000,745000,730000,108761
17/09/29,4,745000,0,1,0,0,0,733000,749000,733000,52799
17/10/10,1,756000,0,1,0,0,0,747000,770000,744000,164559
17/10/11,2,751000,0,0,1,0,0,751000,755000,746000,59229
17/10/12,3,768000,0,1,0,0,0,751000,772000,751000,114527
17/10/13,4,762000,0,0,1,0,0,768000,768000,758000,73043
17/10/16,0,762000,0,0,1,0,0,764000,767000,759000,65306
17/10/17,1,768000,0,0,1,0,0,767000,772000,764000,92894
17/10/18,2,815000,1,0,0,0,0,768000,817000,768000,219631
17/10/19,3,811000,0,0,1,0,0,818000,826000,805000,179233
17/10/20,4,801000,0,0,0,1,0,818000,823000,792000,103091
17/10/23,0,799000,0,0,1,0,0,806000,812000,793000,64870
17/10/24,1,801000,0,0,1,0,0,797000,810000,795000,55457
17/10/25,2,804000,0,0,1,0,0,800000,811000,795000,93258
17/10/26,3,840000,0,1,0,0,0,844000,854000,830000,342341
17/10/27,4,879000,0,1,0,0,0,860000,879000,860000,236645
17/10/30,0,876000,0,0,1,0,0,887000,899000,870000,105718
17/10/31,1,894000,0,1,0,0,0,875000,896000,868000,131019
17/11/01,2,860000,0,0,0,1,0,870000,879000,853000,232078
17/11/02,3,856000,0,0,1,0,0,860000,873000,855000,70554
17/11/03,4,863000,0,0,1,0,0,852000,868000,850000,62974
17/11/06,0,861000,0,0,1,0,0,860000,874000,855000,64415
17/11/07,1,860000,0,0,1,0,0,872000,872000,850000,84428
17/11/08,2,849000,0,0,0,1,0,854000,856000,842000,102691
17/11/09,3,825000,0,0,0,1,0,843000,844000,824000,176602
17/11/10,4,814000,0,0,0,1,0,822000,830000,807000,157249
17/11/13,0,819000,0,0,1,0,0,811000,824000,807000,94173
17/11/14,1,805000,0,0,0,1,0,822000,822000,802000,118432
17/11/15,2,805000,0,0,1,0,0,805000,808000,792000,91183
17/11/16,3,802000,0,0,1,0,0,805000,808000,798000,86510
17/11/17,4,805000,0,0,1,0,0,807000,822000,802000,145275
17/11/20,0,801000,0,0,1,0,0,808000,809000,796000,85893
17/11/21,1,808000,0,0,1,0,0,802000,810000,798000,79682
17/11/22,2,801000,0,0,1,0,0,814000,815000,798000,95432
17/11/23,3,801000,0,0,1,0,0,805000,807000,794000,67619
17/11/24,4,810000,0,1,0,0,0,800000,812000,797000,68255
17/11/27,0,795000,0,0,0,1,0,808000,809000,788000,117386
17/11/28,1,807000,0,1,0,0,0,799000,811000,796000,95372
17/11/29,2,812000,0,0,1,0,0,805000,814000,802000,91818
17/11/30,3,800000,0,0,0,1,0,811000,811000,800000,157332
17/12/01,4,831000,0,1,0,0,0,809000,833000,801000,153285
17/12/04,0,839000,0,0,1,0,0,837000,848000,828000,136027
17/12/05,1,833000,0,0,1,0,0,840000,843000,831000,64004
17/12/06,2,826000,0,0,1,0,0,833000,834000,824000,69199
17/12/07,3,837000,0,1,0,0,0,834000,848000,829000,155000
17/12/08,4,830000,0,0,1,0,0,835000,838000,821000,58893
17/12/11,0,826000,0,0,1,0,0,830000,835000,820000,57600
17/12/12,1,828000,0,0,1,0,0,822000,845000,822000,73019
17/12/13,2,841000,0,1,0,0,0,829000,842000,824000,71600
17/12/14,3,835000,0,0,1,0,0,842000,849000,835000,143097
17/12/15,4,844000,0,1,0,0,0,841000,844000,837000,91136
17/12/18,0,860000,0,1,0,0,0,844000,865000,840000,118097
17/12/19,1,855000,0,0,1,0,0,863000,870000,850000,79667
17/12/20,2,849000,0,0,1,0,0,859000,868000,849000,68341
17/12/21,3,842000,0,0,1,0,0,849000,853000,834000,82697
17/12/22,4,862000,0,1,0,0,0,850000,864000,843000,87458
17/12/26,1,874000,0,1,0,0,0,865000,880000,859000,103805
17/12/27,2,877000,0,0,1,0,0,872000,878000,866000,57356
17/12/28,3,870000,0,0,1,0,0,880000,881000,860000,65370
18/01/02,1,885000,0,1,0,0,0,871000,885000,870000,93587
18/01/03,2,871000,0,0,0,1,0,876000,884000,864000,84790
18/01/04,3,893000,0,1,0,0,0,879000,897000,873000,130112
18/01/05,4,908000,0,1,0,0,0,893000,918000,880000,136811
18/01/08,0,950000,0,1,0,0,0,915000,953000,908000,196338
18/01/09,1,944000,0,0,1,0,0,944000,952000,933000,78027
18/01/10,2,928000,0,0,0,1,0,943000,975000,927000,120097
18/01/11,3,917000,0,0,0,1,0,928000,934000,909000,93854
18/01/12,4,909000,0,0,1,0,0,920000,930000,901000,89414
18/01/15,0,921000,0,1,0,0,0,917000,925000,911000,59200
18/01/16,1,903000,0,0,0,1,0,919000,924000,893000,95302
18/01/17,2,888000,0,0,0,1,0,903000,906000,888000,107026
18/01/18,3,903000,0,1,0,0,0,893000,906000,893000,90308
18/01/19,4,881000,0,0,0,1,0,905000,907000,880000,100565
18/01/22,0,893000,0,1,0,0,0,884000,893000,882000,75543
18/01/23,1,889000,0,0,1,0,0,899000,899000,884000,80475
18/01/24,2,878000,0,0,0,1,0,889000,889000,870000,118121
18/01/25,3,913000,0,1,0,0,0,878000,922000,867000,169190
18/01/26,4,927000,0,1,0,0,0,913000,929000,910000,111369
18/01/29,0,932000,0,0,1,0,0,923000,948000,922000,102916
18/01/30,1,931000,0,0,1,0,0,928000,950000,923000,102118
18/01/31,2,910000,0,0,0,1,0,933000,945000,910000,125184
18/02/01,3,923000,0,1,0,0,0,910000,932000,909000,80607
18/02/02,4,905000,0,0,0,1,0,930000,932000,902000,82151
18/02/05,0,879000,0,0,0,1,0,905000,905000,877000,96967
18/02/06,1,851000,0,0,0,1,0,864000,878000,838000,154539
18/02/07,2,843000,0,0,1,0,0,870000,872000,840000,95763
18/02/08,3,843000,0,0,1,0,0,860000,860000,842000,102950
18/02/09,4,808000,0,0,0,1,0,817000,830000,806000,158070
18/02/12,0,800000,0,0,1,0,0,817000,817000,798000,190743
18/02/13,1,805000,0,0,1,0,0,813000,822000,803000,137025
18/02/14,2,811000,0,0,1,0,0,812000,819000,808000,74164
18/02/19,0,820000,0,1,0,0,0,830000,830000,815000,83337
18/02/20,1,807000,0,0,0,1,0,818000,818000,804000,67201
18/02/21,2,833000,0,1,0,0,0,810000,836000,809000,141568
18/02/22,3,827000,0,0,1,0,0,831000,837000,819000,72242
18/02/23,4,829000,0,0,1,0,0,831000,842000,820000,70864
18/02/26,0,810000,0,0,0,1,0,834000,834000,808000,127128
18/02/27,1,804000,0,0,1,0,0,810000,813000,801000,142978
18/02/28,2,803000,0,0,1,0,0,808000,818000,802000,390265
18/03/02,4,786000,0,0,0,1,0,794000,800000,772000,217305
18/03/05,0,779000,0,0,1,0,0,786000,790000,779000,79122
18/03/06,1,796000,0,1,0,0,0,786000,800000,782000,78012
18/03/07,2,795000,0,0,1,0,0,804000,805000,791000,72110
18/03/08,3,799000,0,0,1,0,0,798000,799000,791000,79218
18/03/09,4,802000,0,0,1,0,0,803000,814000,797000,85805
18/03/12,0,806000,0,0,1,0,0,808000,815000,804000,69011
18/03/13,1,820000,0,1,0,0,0,806000,826000,803000,121223
18/03/14,2,809000,0,0,0,1,0,813000,814000,801000,75328
18/03/15,3,820000,0,1,0,0,0,813000,824000,807000,68305
18/03/16,4,801000,0,0,0,1,0,816000,817000,797000,143598
18/03/19,0,785000,0,0,0,1,0,801000,802000,782000,120014
18/03/20,1,795000,0,1,0,0,0,777000,796000,774000,88391
18/03/21,2,794000,0,0,1,0,0,795000,798000,792000,84913
18/03/22,3,803000,0,1,0,0,0,799000,805000,798000,67346
18/03/23,4,783000,0,0,0,1,0,788000,792000,780000,97868
18/03/26,0,789000,0,0,1,0,0,778000,790000,777000,55239
18/03/27,1,789000,0,0,1,0,0,800000,800000,786000,56632
18/03/28,2,784000,0,0,1,0,0,787000,793000,777000,52460
18/03/29,3,786000,0,0,1,0,0,784000,790000,778000,67560
18/03/30,4,792000,0,0,1,0,0,794000,799000,786000,57761
18/04/02,0,785000,0,0,1,0,0,783000,792000,782000,79620
18/04/03,1,785000,0,0,1,0,0,798000,799000,780000,68203
18/04/04,2,754000,0,0,0,1,0,782000,786000,747000,165929
18/04/05,3,779000,0,1,0,0,0,764000,779000,762000,94462
