date,weekdate,SKH_RU,SKH_U,SKH_UC,SKH_D,SKH_RD,SKH_end,SKH_start,SKH_high,SKH_low,SKH_abount
17/01/02,0,45800,0,1,0,0,0,44750,46000,44600,1547681
17/01/03,1,47250,0.5,0.5,0,0,0,46200,47300,46200,2655477
17/01/04,2,46500,0,0,0,1,0,47000,47150,46200,2722599
17/01/05,3,46950,0,0.5,0.5,0,0,47000,47500,46850,2377163
17/01/06,4,48000,0,1,0,0,0,47700,48450,47600,3166843
17/01/09,0,49550,0.5,0.5,0,0,0,48500,49750,48200,3871999
17/01/10,1,49750,0,0,1,0,0,49850,50200,49200,2561968
17/01/11,2,51600,0.5,0.5,0,0,0,50000,51900,50000,4360058
17/01/12,3,50600,0,0,0,1,0,51600,51600,50400,5060622
17/01/13,4,50300,0,0,0.5,0.5,0,49850,50700,49850,4219771
17/01/16,0,49300,0,0,0,1,0,50100,50300,48800,4974924
17/01/17,1,49300,0,0,1,0,0,49300,50200,49250,2309955
17/01/18,2,48850,0,0,0.5,0.5,0,48950,49400,48300,2974091
17/01/19,3,49600,0,1,0,0,0,49550,50100,49100,2332268
17/01/20,4,49150,0,0,0.5,0.5,0,49700,50100,49150,1943195
17/01/23,0,50800,0.5,0.5,0,0,0,49950,51000,49900,4148659
17/01/24,1,51600,0,1,0,0,0,51300,52000,51100,3449130
17/01/25,2,51700,0,0,1,0,0,52200,52500,51600,2715809
17/01/26,3,53300,0.5,0.5,0,0,0,52500,53500,52400,4517114
17/01/31,1,53700,0,0.5,0.5,0,0,53300,54500,52700,4118790
17/02/01,2,54000,0,0.5,0.5,0,0,54300,54900,53700,2813046
17/02/02,3,52800,0,0,0,1,0,53500,54000,52700,3486140
17/02/03,4,53700,0,1,0,0,0,52500,53700,51800,3718619
17/02/06,0,53700,0,0,1,0,0,54200,54400,53300,1897002
17/02/07,1,53300,0,0,0.5,0.5,0,53800,54500,53100,2405891
17/02/08,2,54600,0,1,0,0,0,53700,54600,52400,3552260
17/02/09,3,52700,0,0,0,0.5,0.5,53100,53700,52500,6547266
17/02/10,4,50000,0,0,0,0,1,52000,52200,50000,9120878
17/02/13,0,50700,0,1,0,0,0,49550,51000,49500,4124290
17/02/14,1,48450,0,0,0,0.5,0.5,51100,51600,48100,8593878
17/02/15,2,47900,0,0,0,1,0,48300,48700,47550,8725221
17/02/16,3,49600,0.5,0.5,0,0,0,48350,49550,48200,4840918
17/02/17,4,50400,0,1,0,0,0,50400,51100,50200,4927937
17/02/20,0,49900,0,0,0.5,0.5,0,50900,51000,49600,2265276
17/02/21,1,50900,0,1,0,0,0,49950,51000,49350,2227708
17/02/22,2,50600,0,0,0.5,0.5,0,51600,51700,50600,2678429
17/02/23,3,50200,0,0,0.5,0.5,0,50000,50400,49050,3374139
17/02/24,4,47500,0,0,0,0,1,49850,50000,47400,7707747
17/02/27,0,46000,0,0,0,0.5,0.5,46850,47000,45650,7604699
17/02/28,1,46700,0,1,0,0,0,46600,47600,46200,5588155
17/03/02,3,47700,0,1,0,0,0,46850,47850,46800,7093071
17/03/03,4,47100,0,0,0,1,0,47650,48250,46700,3937032
17/03/06,0,49350,0.5,0.5,0,0,0,47600,49400,47550,5045970
17/03/07,1,48800,0,0,0,1,0,49100,49300,48050,3439908
17/03/08,2,48000,0,0,0,1,0,48800,49300,47900,3728263
17/03/09,3,48000,0,0,1,0,0,48200,48850,48100,2957372
17/03/10,4,49200,0,1,0,0,0,48100,49550,47500,3849912
17/03/13,0,51000,0.5,0.5,0,0,0,49550,51100,49300,4948062
17/03/14,1,50300,0,0,0,1,0,51800,51900,50300,4024138
17/03/15,2,48800,0,0,0,1,0,49350,49500,48550,4688787
17/03/16,3,49150,0,0.5,0.5,0,0,49350,49650,48500,3458839
17/03/17,4,46750,0,0,0,0.5,0.5,48400,48400,46600,8098258
17/03/20,0,47600,0,1,0,0,0,46950,47650,46550,3929405
17/03/21,1,47550,0,0,1,0,0,47900,48250,47000,3720816
17/03/22,2,48650,0,1,0,0,0,47000,48800,47000,4157526
17/03/23,3,48450,0,0,1,0,0,48950,49300,48150,2473925
17/03/24,4,49500,0,1,0,0,0,50000,50200,49300,5174622
17/03/27,0,50700,0,1,0,0,0,50000,51100,49950,5607032
17/03/28,1,50800,0,0,1,0,0,51200,51300,50000,2862493
17/03/29,2,51300,0,0.5,0.5,0,0,51000,52200,50800,4154277
17/03/30,3,50900,0,0,0.5,0.5,0,51100,51500,50200,2204243
17/03/31,4,50500,0,0,0.5,0.5,0,50800,50800,49900,2682196
17/04/03,0,51800,0,1,0,0,0,50800,51900,50700,2361892
17/04/04,1,51000,0,0,0,1,0,52100,52200,50800,2192884
17/04/05,2,50300,0,0,0,1,0,50600,51000,49950,2758658
17/04/06,3,49400,0,0,0,1,0,50300,50500,49100,2991825
17/04/07,4,49800,0,0.5,0.5,0,0,49450,49800,48700,2645476
17/04/10,0,49000,0,0,0,1,0,49700,49750,48950,1824895
17/04/11,1,48850,0,0,1,0,0,48550,49350,48400,2384127
17/04/12,2,49000,0,0,1,0,0,48800,49200,48550,1694663
17/04/13,3,49750,0,1,0,0,0,49100,50200,48650,2367158
17/04/14,4,49800,0,0,1,0,0,49750,50700,49450,2845128
17/04/17,0,49200,0,0,0,1,0,50200,50300,49100,2002100
17/04/18,1,50200,0,1,0,0,0,49600,50400,49300,1899560
17/04/19,2,49850,0,0,0.5,0.5,0,50300,50400,49850,1587172
17/04/20,3,51400,0.5,0.5,0,0,0,49750,51700,49700,3573280
17/04/21,4,52000,0,1,0,0,0,51800,52500,51300,3834454
17/04/24,0,52400,0,0.5,0.5,0,0,52700,53200,52100,3158545
17/04/25,1,52400,0,0,1,0,0,52800,52800,51300,5312931
17/04/26,2,53700,0,1,0,0,0,53100,54200,53000,5609007
17/04/27,3,53600,0,0,1,0,0,53800,53900,52700,2743963
17/04/28,4,54000,0,0.5,0.5,0,0,53600,54700,53400,3573387
17/05/02,1,55400,0,1,0,0,0,55300,55900,54800,4347745
17/05/04,3,55900,0,0.5,0.5,0,0,55900,55900,55000,2780438
17/05/08,0,56900,0,1,0,0,0,56000,57000,55700,3818771
17/05/10,2,55600,0,0,0,1,0,57400,58100,55200,4766870
17/05/11,3,56400,0,1,0,0,0,56000,56400,54800,3509393
17/05/12,4,55300,0,0,0,1,0,56400,56400,55100,2303244
17/05/15,0,55600,0,0.5,0.5,0,0,55300,56100,55300,1542366
17/05/16,1,55300,0,0,0.5,0.5,0,56200,56800,55200,2546047
17/05/17,2,54700,0,0,0,1,0,55400,55700,54400,2485465
17/05/18,3,55700,0,1,0,0,0,53600,55700,53400,3494997
17/05/19,4,54200,0,0,0,1,0,55100,55600,54200,2860160
17/05/22,0,56000,0.5,0.5,0,0,0,54900,56000,54800,2544180
17/05/23,1,55100,0,0,0,1,0,56400,56500,55000,2410542
17/05/24,2,55800,0,1,0,0,0,55700,56500,55600,2324952
17/05/25,3,55800,0,0,1,0,0,56400,56400,55400,1996135
17/05/26,4,57100,0,1,0,0,0,56000,57100,56000,3145737
17/05/29,0,57900,0,1,0,0,0,57700,58800,57100,3294700
17/05/30,1,57400,0,0,0.5,0.5,0,58200,58400,56600,2368225
17/05/31,2,57000,0,0,0.5,0.5,0,57400,57900,56500,3314659
17/06/01,3,56400,0,0,0,1,0,56700,56900,56100,2006611
17/06/02,4,57100,0,1,0,0,0,56900,57500,56400,2481215
17/06/05,0,56100,0,0,0,1,0,57200,57200,55900,2525078
17/06/07,2,56500,0,0.5,0.5,0,0,55900,56900,55400,3040030
17/06/08,3,56700,0,0,1,0,0,56500,57000,56200,3943311
17/06/09,4,58300,0,1,0,0,0,56700,58400,56500,4799560
17/06/12,0,57500,0,0,0,1,0,57200,57900,56800,2650404
17/06/13,1,58800,0,1,0,0,0,57700,58900,56900,3431811
17/06/14,2,59300,0,0.5,0.5,0,0,59200,60000,58800,4441904
17/06/15,3,60600,0,1,0,0,0,59300,61000,59300,4549233
17/06/16,4,60500,0,0,1,0,0,61100,61600,59900,3932203
17/06/19,0,62800,0.5,0.5,0,0,0,61300,63200,61300,5315543
17/06/20,1,64000,0,1,0,0,0,64700,65400,63700,6519471
17/06/21,2,64800,0,1,0,0,0,63300,66300,62900,5650669
17/06/22,3,65000,0,0,1,0,0,66500,66500,64500,4977159
17/06/23,4,65000,0,0,1,0,0,64500,65400,63500,3189590
17/06/26,0,67500,0.5,0.5,0,0,0,65000,67500,65000,3516630
17/06/27,1,69200,0,1,0,0,0,68200,69600,67000,4951341
17/06/28,2,67200,0,0,0,1,0,68100,69200,66800,5520578
17/06/29,3,68500,0,1,0,0,0,67900,68800,67100,3702501
17/06/30,4,67400,0,0,0,1,0,67400,67800,67000,3230282
17/07/03,0,66300,0,0,0,1,0,66500,66900,65500,3763473
17/07/04,1,65800,0,0,0.5,0.5,0,65900,67100,65300,2895782
17/07/05,2,68000,0.5,0.5,0,0,0,65600,68200,65300,4557456
17/07/06,3,68100,0,0,1,0,0,69000,69400,67500,4048922
17/07/07,4,66600,0,0,0,1,0,67600,68400,66100,3242213
17/07/10,0,67300,0,1,0,0,0,67000,67500,65700,2667048
17/07/11,1,69000,0,1,0,0,0,67400,69000,66900,3187332
17/07/12,2,68900,0,0,1,0,0,68700,69500,68400,3462150
17/07/13,3,70600,0,1,0,0,0,69500,71900,69200,5432312
17/07/14,4,71100,0,0.5,0.5,0,0,71400,72200,70700,2931832
17/07/17,0,71200,0,0,1,0,0,71800,71900,70200,2804598
17/07/18,1,70800,0,0,0.5,0.5,0,70700,71800,70600,2066194
17/07/19,2,71000,0,0,1,0,0,71200,71200,70000,2009799
17/07/20,3,71300,0,0,1,0,0,71400,71700,70800,1647153
17/07/21,4,71200,0,0,1,0,0,70800,71300,70300,1599111
17/07/24,0,73000,0,1,0,0,0,71300,73000,71000,3598173
17/07/25,1,70400,0,0,0,0.5,0.5,72900,73000,70100,6028435
17/07/26,2,66800,0,0,0,0,1,69600,69900,66700,9659618
17/07/27,3,68400,0,1,0,0,0,66800,69500,66800,6177375
17/07/28,4,64600,0,0,0,0,1,67800,67900,64200,8093780
17/07/31,0,66000,0,1,0,0,0,63700,66000,63700,4769724
17/08/01,1,65500,0,0,0.5,0.5,0,65300,66500,64700,3744523
17/08/02,2,68000,0.5,0.5,0,0,0,67900,68200,66600,4161592
17/08/03,3,65500,0,0,0,0.5,0.5,67900,67900,65200,4992104
17/08/04,4,64000,0,0,0,1,0,65100,66100,63200,5938549
17/08/07,0,64100,0,0,1,0,0,64000,65000,63700,3518575
17/08/08,1,66300,0.5,0.5,0,0,0,64900,66400,64800,4372768
17/08/09,2,64200,0,0,0,0.5,0.5,65400,65400,64000,4037319
17/08/10,3,64400,0,0,1,0,0,63700,64600,63200,4474120
17/08/11,4,61400,0,0,0,0.5,0.5,62000,63000,61400,6664578
17/08/14,0,65100,1,0,0,0,0,63000,65100,62300,5239246
17/08/16,2,66100,0,1,0,0,0,67200,67300,65800,4714899
17/08/17,3,66400,0,0,1,0,0,66800,67300,66100,3709768
17/08/18,4,67000,0,0.5,0.5,0,0,64900,67300,64800,3130891
17/08/21,0,67200,0,0,1,0,0,67300,67800,66600,2570150
17/08/22,1,68200,0,1,0,0,0,67400,68200,67200,2208365
17/08/23,2,68000,0,0,1,0,0,69000,69000,67600,3072911
17/08/24,3,68100,0,0,1,0,0,68200,68700,67500,2333347
17/08/25,4,68400,0,0,1,0,0,68300,68400,67600,1862764
17/08/28,0,67900,0,0,0.5,0.5,0,68000,68100,67100,1843458
17/08/29,1,67600,0,0,1,0,0,67300,67900,66400,2967906
17/08/30,2,68500,0,1,0,0,0,68300,68900,68100,2118742
17/08/31,3,68600,0,0,1,0,0,68900,69300,68200,2054717
17/09/01,4,68700,0,0,1,0,0,69000,69200,67700,2304425
17/09/04,0,68100,0,0,0.5,0.5,0,66600,68600,66600,3234465
17/09/05,1,69900,0,1,0,0,0,68600,70100,67900,4026248
17/09/06,2,71700,0,1,0,0,0,69900,71900,69700,4476200
17/09/07,3,71400,0,0,1,0,0,71600,72800,71200,3877849
17/09/08,4,72600,0,1,0,0,0,72000,72800,71500,2868673
17/09/11,0,73800,0,1,0,0,0,73600,74200,73200,3321612
17/09/12,1,74700,0,1,0,0,0,74800,74900,73500,3676865
17/09/13,2,75700,0,1,0,0,0,75000,77400,74300,5682708
17/09/14,3,76800,0,1,0,0,0,76300,76700,75700,3366621
17/09/15,4,77200,0,0.5,0.5,0,0,76100,77500,76000,2725277
17/09/18,0,79700,0.5,0.5,0,0,0,78200,80000,77700,3638325
17/09/19,1,79200,0,0,0.5,0.5,0,80100,80500,78500,3934389
17/09/20,2,80700,0,1,0,0,0,79300,81200,78400,5268665
17/09/21,3,83100,0,1,0,0,0,81100,83400,80400,6961713
17/09/22,4,83100,0,0,1,0,0,82900,84300,82000,5970218
17/09/25,0,86300,0.5,0.5,0,0,0,83600,86300,83600,4656285
17/09/26,1,82100,0,0,0,0.5,0.5,84100,85100,81000,11035272
17/09/27,2,82400,0,0,1,0,0,83100,83800,81400,5029200
17/09/28,3,83200,0,0.5,0.5,0,0,84500,85500,82500,4817018
17/09/29,4,82900,0,0,1,0,0,83300,84300,82200,3579139
17/10/10,1,88700,1,0,0,0,0,86300,90000,85300,7956055
17/10/11,2,89100,0,0,1,0,0,89900,90300,88100,5500820
17/10/12,3,88500,0,0,0.5,0.5,0,89200,89900,88100,4313702
17/10/13,4,86100,0,0,0,1,0,88500,88500,85600,6101810
17/10/16,0,84200,0,0,0,1,0,86100,87100,82800,6985619
17/10/17,1,83500,0,0,0.5,0.5,0,85700,86600,83500,6802500
17/10/18,2,80900,0,0,0,0.5,0.5,83200,83300,80000,9070685
17/10/19,3,79000,0,0,0,1,0,79900,81800,79000,7675978
17/10/20,4,81200,0,1,0,0,0,79800,82400,79600,6911051
17/10/23,0,84700,0.5,0.5,0,0,0,82600,84700,82100,5388391
17/10/24,1,81800,0,0,0,0.5,0.5,84000,84200,81600,5236092
17/10/25,2,81700,0,0,1,0,0,82100,82600,80300,3914170
17/10/26,3,78700,0,0,0,0.5,0.5,80000,82000,78500,7528077
17/10/27,4,78400,0,0,1,0,0,78100,78700,76500,8929263
17/10/30,0,79800,0,1,0,0,0,79600,81300,79100,5883529
17/10/31,1,82200,0.5,0.5,0,0,0,80000,82700,79200,6620890
17/11/01,2,85300,0.5,0.5,0,0,0,86000,86000,84000,7067296
17/11/02,3,83400,0,0,0,1,0,85000,85100,83200,4464960
17/11/03,4,84400,0,1,0,0,0,83400,84500,81900,4050123
17/11/06,0,83500,0,0,0,1,0,83600,84100,83000,3131468
17/11/07,1,82400,0,0,0,1,0,82800,83300,82200,2993945
17/11/08,2,83200,0,0.5,0.5,0,0,82100,84400,81800,3396387
17/11/09,3,82400,0,0,0.5,0.5,0,83200,83500,81600,3748489
17/11/10,4,82000,0,0,1,0,0,81300,82800,81000,2357772
17/11/13,0,82300,0,0,1,0,0,82000,83100,81800,2955651
17/11/14,1,83400,0,1,0,0,0,83000,84500,82900,3399976
17/11/15,2,82000,0,0,0,1,0,83800,84200,81900,3207872
17/11/16,3,82500,0,0.5,0.5,0,0,82300,82800,81200,3053355
17/11/17,4,83000,0,0.5,0.5,0,0,83300,84800,83000,4339090
17/11/20,0,82100,0,0,0,1,0,83300,83300,81800,2988991
17/11/21,1,85000,0.5,0.5,0,0,0,83200,85000,82800,5540888
17/11/22,2,86800,0,1,0,0,0,86500,87700,86100,4592670
17/11/23,3,84700,0,0,0,1,0,86200,86300,84500,2840382
17/11/24,4,85100,0,0,1,0,0,84500,85400,83900,2073899
17/11/27,0,83100,0,0,0,1,0,86000,86700,82000,7105679
17/11/28,1,82600,0,0,0.5,0.5,0,82900,83600,81200,4083144
17/11/29,2,82400,0,0,1,0,0,82900,83000,82100,2418748
17/11/30,3,76800,0,0,0,0,1,77000,79600,76800,11213748
17/12/01,4,77400,0,0.5,0.5,0,0,77200,78800,77100,4340592
17/12/04,0,79100,0,1,0,0,0,77600,79200,76800,4115752
17/12/05,1,77900,0,0,0,1,0,77600,79300,77100,3736568
17/12/06,2,77500,0,0,0.5,0.5,0,78700,79500,77200,3934238
17/12/07,3,76000,0,0,0,1,0,78300,78300,75600,5166136
17/12/08,4,78700,0.5,0.5,0,0,0,77500,78900,76900,3660716
17/12/11,0,78700,0,0,1,0,0,79000,79500,78000,2493176
17/12/12,1,77800,0,0,0,1,0,79000,79000,77100,3746347
17/12/13,2,76800,0,0,0,1,0,77400,77500,76200,3485920
17/12/14,3,76000,0,0,0,1,0,77200,77600,76000,5552560
17/12/15,4,75700,0,0,1,0,0,77100,77400,75600,3374982
17/12/18,0,77200,0,1,0,0,0,76200,77300,75900,3237589
17/12/19,1,80200,0.5,0.5,0,0,0,78400,80800,78200,6782210
17/12/20,2,80100,0,0,1,0,0,80900,81600,79900,4375810
17/12/21,3,77000,0,0,0,0.5,0.5,80200,80600,76900,4831110
17/12/22,4,76700,0,0,1,0,0,76400,77400,76300,3382954
17/12/26,1,74000,0,0,0,0.5,0.5,76600,76900,74000,6253943
17/12/27,2,75100,0,1,0,0,0,75400,76400,74400,4291492
17/12/28,3,76500,0,1,0,0,0,75400,76700,75200,2825939
18/01/02,1,76600,0,0,1,0,0,77300,77300,76200,2014838
18/01/03,2,77700,0,1,0,0,0,78100,78800,77300,3097644
18/01/04,3,77100,0,0,0.5,0.5,0,78700,79700,77100,3729328
18/01/05,4,79300,0,1,0,0,0,78400,79400,78300,3395065
18/01/08,0,78200,0,0,0,1,0,79500,80000,77400,2960495
18/01/09,1,76900,0,0,0,1,0,78300,78900,76300,3343874
18/01/10,2,72900,0,0,0,0,1,76700,76700,72500,9123901
18/01/11,3,72600,0,0,1,0,0,73200,73800,72000,3777867
18/01/12,4,74400,0,1,0,0,0,73300,74500,72000,5659087
18/01/15,0,72700,0,0,0,1,0,73700,74100,72500,3541267
18/01/16,1,74400,0,1,0,0,0,72700,74700,72700,4383229
18/01/17,2,74100,0,0,1,0,0,74400,75000,73700,3256624
18/01/18,3,75200,0,1,0,0,0,75800,76800,74600,6199800
18/01/19,4,73300,0,0,0,1,0,75300,75800,73000,3898397
18/01/22,0,71100,0,0,0,0.5,0.5,72800,72800,70700,5610463
18/01/23,1,71300,0,0,1,0,0,71800,72200,70900,4671451
18/01/24,2,72400,0,1,0,0,0,71600,73200,71500,3802939
18/01/25,3,75800,0.5,0.5,0,0,0,73400,76200,72300,8758929
18/01/26,4,75500,0,0,1,0,0,76400,76400,74200,4296170
18/01/29,0,75300,0,0,1,0,0,76500,77000,75000,3618328
18/01/30,1,73100,0,0,0,1,0,74300,74600,73100,5443314
18/01/31,2,73500,0,0.5,0.5,0,0,72200,74500,72200,5800892
18/02/01,3,74400,0,1,0,0,0,74900,75200,74000,2987816
18/02/02,4,72200,0,0,0,1,0,74500,74600,71800,4343077
18/02/05,0,70200,0,0,0,1,0,70200,70900,69800,4058439
18/02/06,1,70200,0,0,1,0,0,69100,71300,68200,5679965
18/02/07,2,71100,0,1,0,0,0,73700,73800,70800,6007913
18/02/08,3,73900,0.5,0.5,0,0,0,71900,74200,71600,5586858
18/02/09,4,73400,0,0,0.5,0.5,0,72100,74200,72000,5118112
18/02/12,0,74500,0,1,0,0,0,73700,74700,73400,3317876
18/02/13,1,77700,0.5,0.5,0,0,0,75900,77800,75800,7814367
18/02/14,2,77600,0,0,1,0,0,78400,79500,77000,3943628
18/02/19,0,76500,0,0,0,1,0,78900,79000,76100,3350577
18/02/20,1,75500,0,0,0,1,0,76400,76500,75200,2507719
18/02/21,2,76900,0,1,0,0,0,75800,77200,75800,2653870
18/02/22,3,75900,0,0,0,1,0,76100,77400,75700,1879461
18/02/23,4,77300,0,1,0,0,0,76100,77600,76000,2404473
18/02/26,0,77500,0,0,1,0,0,78300,78500,77200,2327486
18/02/27,1,78700,0,1,0,0,0,78700,79200,78400,3395415
18/02/28,2,76800,0,0,0,1,0,78600,79200,76600,3102987
18/03/02,4,77400,0,0.5,0.5,0,0,76300,77800,75900,2673152
18/03/05,0,78300,0,1,0,0,0,77500,78900,77100,3415061
18/03/06,1,82400,1,0,0,0,0,80100,82500,80000,7588369
18/03/07,2,82700,0,0,1,0,0,83600,83900,82400,4992841
18/03/08,3,83500,0,0.5,0.5,0,0,83900,84300,81800,4440076
18/03/09,4,83300,0,0,1,0,0,84400,85900,83100,5159197
18/03/12,0,84900,0,1,0,0,0,84900,85600,84300,2744795
18/03/13,1,90000,1,0,0,0,0,88000,90000,87600,8775741
18/03/14,2,90700,0,0.5,0.5,0,0,89300,90900,89200,5939290
18/03/15,3,89600,0,0,0,1,0,90300,90500,88600,4106667
18/03/16,4,89800,0,0,1,0,0,88500,89900,87200,5006430
18/03/19,0,89900,0,0,1,0,0,90200,91500,89500,3743718
18/03/20,1,89600,0,0,1,0,0,88900,89700,88000,3083666
18/03/21,2,88400,0,0,0,1,0,89600,90300,88000,2942484
18/03/22,3,88600,0,0,1,0,0,88800,89300,88000,2698169
18/03/23,4,83100,0,0,0,0,1,85100,86400,82800,7310739
18/03/26,0,84000,0,1,0,0,0,82300,83900,81000,6121334
18/03/27,1,81400,0,0,0,0.5,0.5,84700,84800,80100,7184488
18/03/28,2,80300,0,0,0,1,0,79900,82200,79600,4820673
18/03/29,3,80300,0,0,1,0,0,80800,81300,79600,3618849
18/03/30,4,81300,0,1,0,0,0,81200,83300,81100,3681673
18/04/02,0,81300,0,0,1,0,0,81700,82800,81100,2342407
18/04/03,1,81800,0,0.5,0.5,0,0,80300,81600,78700,3553815
18/04/04,2,80400,0,0,0,1,0,82500,83000,80000,2964537
18/04/05,3,82900,0.5,0.5,0,0,0,82200,83200,81200,3255356
18/04/06,4,80300,0,0,0,0.5,0.5,80000,80600,79300,5693281
