date,weekdate,SKH_RU,SKH_U,SKH_UC,SKH_D,SKH_RD,SKH_end,SKH_start,SKH_high,SKH_low,SKH_abount
20/10/26,0,83200,0,0,0.5,0.5,0,84300,84700,83000,1662847
20/10/27,1,82600,0,0,0.5,0.5,0,82300,83400,81800,2265817
20/10/28,2,82900,0,0,1,0,0,82100,83600,82000,1773556
20/10/29,3,81700,0,0,0,1,0,81900,82400,81000,2637314
20/10/30,4,79900,0,0,0,1,0,81600,82100,79900,2710477
20/11/02,0,79600,0,0,1,0,0,80200,80600,79200,2000394
20/11/03,1,81400,0,1,0,0,0,79600,81400,79600,2057723
20/11/04,2,83200,0,1,0,0,0,82100,84400,81200,3782296
20/11/05,3,86100,0.5,0.5,0,0,0,84100,86200,83300,4082325
20/11/06,4,86300,0,0,1,0,0,86500,87700,86000,2863808
20/11/09,0,86000,0,0,1,0,0,86500,87300,85600,2444330
20/11/10,1,86500,0,0.5,0.5,0,0,86900,87200,85900,2849783
20/11/11,2,87000,0,0.5,0.5,0,0,86100,87200,85900,2638617
20/11/12,3,88100,0,1,0,0,0,87600,88400,87000,4006433
20/11/13,4,89700,0,1,0,0,0,88100,90000,87500,3774278
20/11/16,0,98000,1,0,0,0,0,92100,98100,91100,9274278
20/11/17,1,98100,0,0,1,0,0,97400,99600,96500,5218295
20/11/18,2,98000,0,0,1,0,0,99800,100500,96600,3734037
20/11/19,3,98200,0,0,1,0,0,96200,98300,96000,2766688
20/11/20,4,96800,0,0,0,1,0,99000,99000,96800,2424003
20/11/23,0,100000,0.5,0.5,0,0,0,97300,101000,96600,4149013
20/11/24,1,98600,0,0,0,1,0,101000,102000,98300,3766043
20/11/25,2,97200,0,0,0,1,0,100500,100500,96300,4081524
20/11/26,3,99400,0,1,0,0,0,96800,99500,96300,2933290
20/11/27,4,98800,0,0,0.5,0.5,0,99600,99900,98200,1976047
20/11/30,0,97500,0,0,0,1,0,99700,99800,97300,3877841
20/12/01,1,100500,0.5,0.5,0,0,0,98600,101500,97800,4455519
20/12/02,2,109000,1,0,0,0,0,103000,109500,103000,7488361
20/12/03,3,111500,0,1,0,0,0,110500,114500,109000,6617912
20/12/04,4,115000,0.5,0.5,0,0,0,116000,119500,112500,8258814
20/12/07,0,118000,0,1,0,0,0,118500,120000,116000,5191354
20/12/08,1,115000,0,0,0,1,0,118000,118000,114000,4536460
20/12/09,2,120500,0.5,0.5,0,0,0,116000,121000,115000,5490760
20/12/10,3,116500,0,0,0,0.5,0.5,117000,118500,115500,8205744
20/12/11,4,115500,0,0,0.5,0.5,0,118000,118000,115000,3944552
20/12/14,0,117000,0,1,0,0,0,116000,119000,115500,3066761
20/12/15,1,117500,0,0,1,0,0,118500,118500,115000,2755902
20/12/16,2,117500,0,0,1,0,0,119000,119500,117000,2213552
20/12/17,3,119500,0,1,0,0,0,118500,119500,117000,3649945
20/12/18,4,118500,0,0,0.5,0.5,0,118500,119000,117500,3010798
20/12/21,0,116000,0,0,0,1,0,118000,118000,114500,3585805
20/12/22,1,112500,0,0,0,0.5,0.5,115000,115500,112500,4270842
20/12/23,2,116000,0.5,0.5,0,0,0,113000,116000,112500,3173156
20/12/24,3,118000,0,1,0,0,0,116000,118500,115500,3486636
20/12/28,0,115500,0,0,0,1,0,119000,119500,115000,4825132
20/12/29,1,116000,0,0,1,0,0,118000,118500,114000,4208916
20/12/30,2,118500,0,1,0,0,0,116000,118500,114500,4195192
21/01/04,0,126000,1,0,0,0,0,124500,128000,120500,7995016
21/01/05,1,130500,0.5,0.5,0,0,0,124500,132500,124000,7180224
21/01/06,2,131000,0,0,1,0,0,132500,137000,130000,8525749
21/01/07,3,134500,0,1,0,0,0,132500,137500,131500,5981299
21/01/08,4,138000,0,1,0,0,0,136000,138000,132500,8713010
21/01/11,0,133000,0,0,0,0.5,0.5,138000,140000,131000,11154671
21/01/12,1,129000,0,0,0,0.5,0.5,132000,133500,125500,8700877
21/01/13,2,133000,0.5,0.5,0,0,0,129000,133500,128500,6791044
21/01/14,3,130500,0,0,0,1,0,132500,133000,129000,5380278
21/01/15,4,127500,0,0,0,1,0,133000,135000,127000,4838114
21/01/18,0,130000,0,1,0,0,0,126000,131000,125000,5927419
21/01/19,1,130500,0,0,1,0,0,131000,132000,128500,4513315
21/01/20,2,130500,0,0,1,0,0,134000,135000,130000,4913282
21/01/21,3,131500,0,0.5,0.5,0,0,131500,133000,130000,3067677
21/01/22,4,128500,0,0,0,1,0,131500,132000,128500,3927767
21/01/25,0,135000,1,0,0,0,0,130000,135000,129500,5061864
21/01/26,1,129000,0,0,0,0.5,0.5,134000,134000,128500,6270106
21/01/27,2,128500,0,0,1,0,0,129500,132000,127500,5068456
21/01/28,3,123000,0,0,0,0.5,0.5,124000,125500,121500,6270829
21/01/29,4,122500,0,0,1,0,0,128500,128500,121500,7391307
21/02/01,0,125000,0,1,0,0,0,121000,126000,118000,5620305
21/02/02,1,130000,0.5,0.5,0,0,0,128500,132500,127000,4880067
21/02/03,2,130000,0,0,1,0,0,131000,131500,128500,3693688
21/02/04,3,125000,0,0,0,0.5,0.5,127500,128500,124000,4600618
21/02/05,4,127500,0,1,0,0,0,126500,128000,124500,3497303
21/02/08,0,125000,0,0,0,1,0,127500,128000,125000,2876471
21/02/09,1,125500,0,0,1,0,0,127500,130000,125000,5177095
21/02/10,2,126000,0,0,1,0,0,125500,127000,124500,4262526
21/02/15,0,132000,0.5,0.5,0,0,0,130000,132500,130000,5384526
21/02/16,1,132500,0,0,1,0,0,132500,134000,130500,3218689
21/02/17,2,130000,0,0,0,1,0,131000,131000,128000,3621178
21/02/18,3,126000,0,0,0,0.5,0.5,128500,130000,125500,3792425
21/02/19,4,133000,1,0,0,0,0,129000,133000,128500,6986526
21/02/22,0,136500,0,1,0,0,0,136000,139500,135000,7961516
21/02/23,1,138500,0,1,0,0,0,133500,140000,131500,6400037
21/02/24,2,136000,0,0,0,1,0,137500,143500,134000,9074809
21/02/25,3,148500,1,0,0,0,0,141000,149500,140000,9936495
21/02/26,4,141500,0,0,0,0.5,0.5,143500,145000,138000,10843268
21/03/02,1,144500,0,1,0,0,0,149000,150500,141000,9376523
21/03/03,2,147000,0,1,0,0,0,142500,147000,139500,5827221
21/03/04,3,142000,0,0,0,0.5,0.5,143000,145500,139500,6586562
21/03/05,4,140000,0,0,0,1,0,138000,141500,136500,6091444
21/03/08,0,135500,0,0,0,0.5,0.5,143000,143000,135500,5587787
21/03/09,1,136500,0,0.5,0.5,0,0,134000,137500,130500,7822152
21/03/10,2,133000,0,0,0,1,0,140500,140500,132500,5614476
21/03/11,3,137000,0.5,0.5,0,0,0,134500,139000,134000,6707671
21/03/12,4,140000,0,1,0,0,0,140500,142500,139500,4548695
21/03/15,0,136500,0,0,0,1,0,141500,142000,136000,4289990
21/03/16,1,140500,0,1,0,0,0,138500,140500,138000,3304561
21/03/17,2,140000,0,0,1,0,0,141000,141000,138500,2588319
21/03/18,3,142000,0,1,0,0,0,142500,145000,141000,4426840
21/03/19,4,138000,0,0,0,1,0,138000,139500,137000,4015627
21/03/22,0,138000,0,0,1,0,0,138500,140000,137000,2727719
21/03/23,1,135000,0,0,0,1,0,139000,139500,134000,3839090
21/03/24,2,133500,0,0,0,1,0,133000,134500,131500,3894080
21/03/25,3,133000,0,0,1,0,0,133000,134500,130500,4157799
21/03/26,4,135000,0,1,0,0,0,134000,135000,132000,3835443
21/03/29,0,132000,0,0,0,1,0,135500,135500,131500,3575226
21/03/30,1,134500,0,1,0,0,0,133000,135500,132000,3304184
21/03/31,2,132500,0,0,0,1,0,134500,135000,132000,3309680
21/04/01,3,140500,1,0,0,0,0,138000,140500,136500,5833436
21/04/02,4,141000,0,0,1,0,0,142000,143000,140000,3432245
21/04/05,0,143000,0,1,0,0,0,142000,144500,141000,2616440
21/04/06,1,143000,0,0,1,0,0,147000,147000,141500,3753217
21/04/07,2,143500,0,0,1,0,0,146000,146000,142500,2424687
21/04/08,3,144000,0,0,1,0,0,143500,146000,142500,3774932
21/04/09,4,140000,0,0,0,1,0,144000,145000,139500,3276077
21/04/12,0,137500,0,0,0,1,0,140500,140500,136000,3878457
21/04/13,1,139500,0,1,0,0,0,136000,140000,135500,2876178
21/04/14,2,137000,0,0,0,1,0,139000,139000,136500,2777203
21/04/15,3,137500,0,0,1,0,0,136000,139000,136000,2291160
21/04/16,4,137500,0,0,1,0,0,138500,139000,137500,1982877
21/04/19,0,138000,0,0,1,0,0,138000,139000,137000,1906782
21/04/20,1,138500,0,0,1,0,0,136500,138500,136500,2167732
21/04/21,2,132500,0,0,0,0.5,0.5,138000,138000,132000,5120577
21/04/22,3,133000,0,0,1,0,0,134500,135500,133000,3007457
21/04/23,4,132500,0,0,1,0,0,130500,132500,128500,4854412
21/04/26,0,131500,0,0,0.5,0.5,0,132500,132500,130500,2904879
21/04/27,1,135000,0,1,0,0,0,133000,136000,132500,3394650
21/04/28,2,130000,0,0,0,0.5,0.5,134500,135000,130000,5596760
21/04/29,3,130000,0,0,1,0,0,132000,133000,129000,3738266
21/04/30,4,128000,0,0,0,1,0,130000,130500,126500,3955947
21/05/03,0,131500,0,1,0,0,0,127500,132500,127000,4085398
21/05/04,1,132000,0,0,1,0,0,130500,132000,129000,2547004
21/05/06,3,129000,0,0,0,1,0,130000,130500,128000,4211535
21/05/07,4,129500,0,0,1,0,0,128000,131000,127000,3450323
21/05/10,0,130000,0,0,1,0,0,131000,131000,128500,3067077
21/05/11,1,123000,0,0,0,0,1,127000,127500,122000,9882491
21/05/12,2,119500,0,0,0,1,0,123000,123500,119000,8272196
21/05/13,3,117500,0,0,0,1,0,116000,118500,115500,6042025
21/05/14,4,118500,0,0.5,0.5,0,0,118500,120000,118000,3227201
21/05/17,0,117500,0,0,0.5,0.5,0,120000,120000,117000,3110127
21/05/18,1,121000,0,1,0,0,0,117500,122000,117500,3470048
21/05/20,3,122500,0,1,0,0,0,121000,124000,119500,4600751
21/05/21,4,122500,0,0,1,0,0,124500,125500,121000,4062695
21/05/24,0,119500,0,0,0,1,0,122000,122500,119000,3188734
21/05/25,1,123000,0,1,0,0,0,121500,123000,120500,3258364
21/05/26,2,123000,0,0,1,0,0,124000,124500,122000,3015522
21/05/27,3,125500,0,1,0,0,0,124500,126000,123000,4539067
21/05/28,4,125000,0,0,1,0,0,126500,126500,124000,2332971
21/05/31,0,127000,0,1,0,0,0,126000,127000,124000,2448074
21/06/01,1,128500,0,1,0,0,0,127000,129000,126000,2819179
21/06/02,2,126000,0,0,0,1,0,128500,129000,125500,2885654
21/06/03,3,129000,0,1,0,0,0,127000,130000,126500,3353993
21/06/04,4,128500,0,0,1,0,0,127500,129000,126500,2555891
21/06/07,0,128500,0,0,1,0,0,129500,130000,128000,2562918
21/06/08,1,127500,0,0,0.5,0.5,0,127000,127500,125000,4194955
21/06/09,2,122500,0,0,0,0.5,0.5,125500,126000,122500,6087592
21/06/10,3,123000,0,0,1,0,0,122500,124000,120500,4533076
21/06/11,4,128000,0.5,0.5,0,0,0,124500,128500,124000,4868608
21/06/14,0,127000,0,0,0.5,0.5,0,127000,127500,125500,2022730
21/06/15,1,128500,0,1,0,0,0,128500,129500,128000,1975082
21/06/16,2,129500,0,0.5,0.5,0,0,128000,129500,127000,1893752
21/06/17,3,126500,0,0,0,1,0,127000,128000,126000,2123793
21/06/18,4,124500,0,0,0,1,0,127500,127500,124500,2506112
21/06/21,0,122000,0,0,0,1,0,121000,123000,120500,3275288
21/06/22,1,122000,0,0,1,0,0,122500,123500,122000,2179712
21/06/23,2,124000,0,1,0,0,0,122500,124500,122000,2703658
21/06/24,3,126000,0,1,0,0,0,124000,126500,123500,2646407
21/06/25,4,128500,0,1,0,0,0,128000,129000,127500,2531018
21/06/28,0,126000,0,0,0,1,0,129000,129500,126000,2402730
21/06/29,1,125000,0,0,0.5,0.5,0,127500,128000,125000,2211572
21/06/30,2,127500,0,1,0,0,0,126500,129500,126000,4346027
21/07/01,3,124500,0,0,0,1,0,127500,128000,124000,3336174
21/07/02,4,122500,0,0,0,1,0,122500,123500,121500,3983921
21/07/05,0,123000,0,0,1,0,0,123500,124500,122500,1632551
21/07/06,1,125000,0,1,0,0,0,124000,126000,123500,2067135
21/07/07,2,123500,0,0,0,1,0,125000,125500,122500,2229140
21/07/08,3,121500,0,0,0,1,0,123500,123500,121000,3165552
21/07/09,4,119500,0,0,0,1,0,120500,120500,118000,4823577
21/07/12,0,120000,0,0,1,0,0,121000,122000,119500,2477201
21/07/13,1,123000,0,1,0,0,0,121000,123500,121000,2879072
21/07/14,2,123500,0,0,1,0,0,122500,124000,121500,2443087
21/07/15,3,123500,0,0,1,0,0,123500,124000,122500,1500981
21/07/16,4,121500,0,0,0,1,0,122000,122500,120500,2905546
21/07/19,0,119000,0,0,0,1,0,119000,120000,118500,2066638
21/07/20,1,118500,0,0,1,0,0,117500,119500,117500,2070074
21/07/21,2,117000,0,0,0,1,0,119500,120000,116500,2864601
21/07/22,3,119500,0,1,0,0,0,118000,120000,118000,1919233
21/07/23,4,118500,0,0,0.5,0.5,0,118500,119000,117500,1747651
21/07/26,0,117000,0,0,0,1,0,119500,120000,117000,1836657
21/07/27,1,116000,0,0,0.5,0.5,0,118000,119000,116000,2916330
21/07/28,2,114000,0,0,0,1,0,115000,115500,112500,6033084
21/07/29,3,114000,0,0,1,0,0,115000,115500,113000,3054699
21/07/30,4,112500,0,0,0,1,0,114000,114000,112500,2888566
21/08/02,0,116000,0.5,0.5,0,0,0,113500,117000,113000,4276730
21/08/03,1,120000,0.5,0.5,0,0,0,118000,120500,117000,4396423
21/08/04,2,121000,0,0.5,0.5,0,0,122000,123000,120500,4162635
21/08/05,3,120000,0,0,0.5,0.5,0,121000,121500,118000,3491584
21/08/06,4,118000,0,0,0,1,0,119000,119500,117500,2209875
21/08/09,0,116000,0,0,0,1,0,117500,118000,116000,2755724
21/08/10,1,112500,0,0,0,0.5,0.5,115000,115500,112000,5420223
21/08/11,2,105500,0,0,0,0,1,109000,110000,105000,13715267
21/08/12,3,100500,0,0,0,0.5,0.5,102000,104000,99800,19150647
21/08/13,4,101500,0,0.5,0.5,0,0,99600,101500,98900,11622957
21/08/17,1,101500,0,0,1,0,0,101000,103500,100500,7851717
21/08/18,2,104000,0,1,0,0,0,103000,105500,101500,8047599
21/08/19,3,102500,0,0,0,1,0,103000,105500,101500,6161038
21/08/20,4,102500,0,0,1,0,0,104000,104500,102000,4719139
21/08/23,0,103000,0,0,1,0,0,104500,105000,103000,4515699
21/08/24,1,105000,0,1,0,0,0,104500,105500,104000,4454743
21/08/25,2,103500,0,0,0,1,0,106000,106000,102500,3194555
21/08/26,3,104000,0,0,1,0,0,106000,106500,103500,3694741
21/08/27,4,103500,0,0,1,0,0,103500,104500,101000,3507782
21/08/30,0,103500,0,0,1,0,0,105000,105500,103500,1815758
21/08/31,1,106500,0,1,0,0,0,103500,106500,102000,4979276
21/09/01,2,108000,0,1,0,0,0,106000,108000,104500,4736183
21/09/02,3,106500,0,0,0,1,0,108000,108500,106000,2724565
21/09/03,4,107000,0,0,1,0,0,106500,107500,106000,2513486
21/09/06,0,106000,0,0,0.5,0.5,0,106500,107000,105000,1888595
21/09/07,1,104500,0,0,0,1,0,105500,106000,104000,2547667
21/09/08,2,106000,0,1,0,0,0,104000,107500,103500,2891267
21/09/09,3,103000,0,0,0,1,0,105000,106000,103000,3233011
21/09/10,4,105000,0,1,0,0,0,103500,105500,103000,1999369
21/09/13,0,106500,0,1,0,0,0,105000,107000,104000,1923344
21/09/14,1,107500,0,0.5,0.5,0,0,107500,108500,106500,2463248
21/09/15,2,107500,0,0,1,0,0,107500,107500,105500,2933797
21/09/16,3,104000,0,0,0,0.5,0.5,107000,107500,104000,3602821
21/09/17,4,107000,0,1,0,0,0,104500,107500,104000,3386517
21/09/23,3,105500,0,0,0,1,0,105500,107000,105000,2493313
21/09/24,4,104000,0,0,0,1,0,106000,106500,104000,2236954
21/09/27,0,104500,0,0,1,0,0,104000,105500,103500,1839358
21/09/28,1,103500,0,0,0.5,0.5,0,105000,105500,103000,2951945
21/09/29,2,100000,0,0,0,0.5,0.5,101000,102000,99700,6353977
21/09/30,3,103000,0,1,0,0,0,99900,103500,99600,3910557
21/10/01,4,100000,0,0,0,1,0,102000,102500,100000,2681124
21/10/05,1,97900,0,0,0,1,0,98900,99500,97200,3244145
21/10/06,2,96500,0,0,0,1,0,98400,98700,95800,2816951
21/10/07,3,95700,0,0,0.5,0.5,0,96300,96800,95000,3834957
21/10/08,4,94000,0,0,0,1,0,96200,96300,93500,4098832
21/10/12,1,91500,0,0,0,1,0,92400,92900,90800,4728215
21/10/13,2,92000,0,0.5,0.5,0,0,90900,93500,90500,3045438
21/10/14,3,93800,0,1,0,0,0,92400,94500,92100,2414639
21/10/15,4,98400,0.5,0.5,0,0,0,96000,98500,95700,4229748
21/10/18,0,97100,0,0,0,1,0,98300,98300,96700,2111399
21/10/19,1,97700,0,0.5,0.5,0,0,98600,98600,97100,1400175
21/10/20,2,97900,0,0,1,0,0,98200,98600,97200,2010529
21/10/21,3,96300,0,0,0,1,0,97300,98300,96100,2152221
21/10/22,4,98500,0,1,0,0,0,95500,99200,95500,1962833
21/10/25,0,100000,0,1,0,0,0,99500,101500,98300,2950459
21/10/26,1,102000,0,1,0,0,0,101500,103500,101000,3458645
21/10/27,2,101500,0,0,1,0,0,103000,104000,101500,2859255
21/10/28,3,106500,0.5,0.5,0,0,0,102000,107500,101500,6329703
21/10/29,4,103000,0,0,0,0.5,0.5,107000,108500,103000,4007223
21/11/01,0,106500,0.5,0.5,0,0,0,103500,107000,102500,3118661
21/11/02,1,107500,0,0.5,0.5,0,0,107000,108500,106500,2892292
21/11/03,2,105500,0,0,0,1,0,108500,109000,104500,3116506
21/11/04,3,106000,0,0,1,0,0,107000,108000,105500,2059242
21/11/05,4,107000,0,0.5,0.5,0,0,108000,108500,105500,2523345
21/11/08,0,107500,0,0,1,0,0,107000,108000,104000,2212348
21/11/09,1,109000,0,1,0,0,0,108000,110000,107500,3440686
21/11/10,2,108500,0,0,1,0,0,108500,109500,107500,2361295
21/11/11,3,107500,0,0,0.5,0.5,0,107500,108000,105500,2731498
21/11/12,4,106500,0,0,0.5,0.5,0,109000,109500,105500,1786165
21/11/15,0,111000,0.5,0.5,0,0,0,108500,111500,108000,4701568
21/11/16,1,112000,0,0.5,0.5,0,0,111000,113000,109000,3767311
21/11/17,2,110500,0,0,0,1,0,113000,113000,110000,3062491
21/11/18,3,110000,0,0,1,0,0,110000,111000,109000,1928891
21/11/19,4,111500,0,1,0,0,0,110000,112500,110000,2324668
21/11/22,0,119500,1,0,0,0,0,116500,121000,116000,9786492
21/11/23,1,119000,0,0,1,0,0,119500,121000,117500,4847270
21/11/24,2,119500,0,0,1,0,0,120500,122500,118000,4001111
21/11/25,3,117500,0,0,0,1,0,120500,121000,117000,3339835
21/11/26,4,115500,0,0,0,1,0,116500,118500,113000,4337936
21/11/29,0,116000,0,0,1,0,0,113000,118500,113000,4412863
21/11/30,1,114000,0,0,0,1,0,118000,119000,112500,7449608
21/12/01,2,116500,0,1,0,0,0,114500,117500,112000,4214135
21/12/02,3,120000,0,1,0,0,0,115500,120500,115000,6980518
21/12/03,4,118000,0,0,0,1,0,119000,119500,115500,4567843
21/12/06,0,118500,0,0,1,0,0,116000,119000,115500,4318893
21/12/07,1,121500,0,1,0,0,0,119000,122500,118000,5112025
21/12/08,2,120000,0,0,0,1,0,124000,125000,119500,6168137
21/12/09,3,123500,0,1,0,0,0,120500,123500,119000,5631833
21/12/10,4,120500,0,0,0,1,0,120500,121500,119500,2512642
21/12/13,0,121500,0,0.5,0.5,0,0,121000,124000,121000,3329176
21/12/14,1,121000,0,0,1,0,0,120500,123000,120000,2201003
21/12/15,2,123500,0,1,0,0,0,120000,123500,120000,2681332
21/12/16,3,124000,0,0,1,0,0,125000,125500,122500,3869086
21/12/17,4,122000,0,0,0,1,0,120500,123000,120500,3850444
21/12/20,0,120500,0,0,0,1,0,121500,123500,120500,2846815
21/12/21,1,124500,0.5,0.5,0,0,0,124000,124500,122500,3678590
21/12/22,2,127000,0,1,0,0,0,127500,128500,126000,3817689
21/12/23,3,127500,0,0,1,0,0,129000,129000,126500,2398358
21/12/24,4,128000,0,0,1,0,0,129000,130000,128000,2462683
21/12/27,0,126000,0,0,0,1,0,128500,129000,126000,2684135
21/12/28,1,127500,0,1,0,0,0,126500,128000,124500,4086063
21/12/29,2,127000,0,0,1,0,0,127500,128500,125500,3832154
21/12/30,3,131000,0.5,0.5,0,0,0,131000,133500,130000,5172987
