date,weekdate,SamsungBL_end,SamsungBL_dpp,SamsungBL_start,SamsungBL_high,SamsungBL_low,SamsungBL_abount
20/05/11,0,586000,-0.34,592000,596000,581000,164802
20/05/12,1,592000,1.02,586000,593000,583000,188243
20/05/13,2,616000,4.05,589000,619000,588000,510468
20/05/14,3,612000,-0.65,613000,614000,600000,190133
20/05/15,4,605000,-1.14,616000,617000,601000,147881
20/05/18,0,597000,-1.32,614000,626000,590000,218856
20/05/19,1,600000,0.50,608000,609000,592000,186947
20/05/20,2,600000,0.00,599000,603000,595000,101649
20/05/21,3,609000,1.50,601000,610000,594000,164932
20/05/22,4,618000,1.48,630000,640000,611000,397591
20/05/25,0,632000,2.27,619000,634000,616000,226644
20/05/26,1,645000,2.06,635000,645000,627000,233836
20/05/27,2,624000,-3.26,645000,645000,623000,207579
20/05/28,3,611000,-2.08,619000,627000,603000,223388
20/05/29,4,622000,1.80,616000,628000,613000,149536
20/06/01,0,629000,1.13,629000,632000,620000,118807
20/06/02,1,629000,0.00,626000,631000,621000,83476
20/06/03,2,626000,-0.48,635000,638000,617000,185023
20/06/04,3,650000,3.83,626000,660000,617000,578811
20/06/05,4,665000,2.31,645000,678000,640000,326076
20/06/08,0,664000,-0.15,667000,671000,646000,298766
20/06/09,1,676000,1.81,679000,690000,667000,296132
20/06/10,2,704000,4.14,679000,705000,676000,282781
20/06/11,3,747000,6.11,716000,770000,711000,593199
20/06/12,4,805000,7.76,719000,817000,718000,789465
20/06/15,0,808000,0.37,827000,863000,770000,846654
20/06/16,1,826000,2.23,846000,847000,808000,404083
20/06/17,2,824000,-0.24,823000,834000,807000,278676
20/06/18,3,810000,-1.70,824000,831000,807000,189462
20/06/19,4,801000,-1.11,816000,816000,778000,349718
20/06/22,0,793000,-1.00,795000,808000,785000,175790
20/06/23,1,802000,1.13,800000,816000,787000,292065
20/06/24,2,819000,2.12,834000,835000,813000,284743
20/06/25,3,815000,-0.49,811000,833000,811000,163339
20/06/26,4,810000,-0.61,821000,823000,793000,175138
20/06/29,0,784000,-3.21,808000,809000,784000,174433
20/06/30,1,775000,-1.15,784000,791000,765000,230619
20/07/01,2,752000,-2.97,775000,784000,752000,225298
20/07/02,3,786000,4.52,764000,795000,763000,266716
20/07/03,4,771000,-1.91,795000,796000,764000,225308
20/07/06,0,754000,-2.20,765000,767000,745000,250485
20/07/07,1,751000,-0.40,763000,767000,746000,253614
20/07/08,2,736000,-2.00,747000,754000,726000,287658
20/07/09,3,741000,0.68,736000,752000,729000,204703
20/07/10,4,731000,-1.35,748000,748000,725000,163506
20/07/13,0,730000,-0.14,738000,738000,716000,179922
20/07/14,1,735000,0.68,733000,749000,724000,169708
20/07/15,2,749000,1.90,749000,750000,738000,167363
20/07/16,3,732000,-2.27,750000,750000,732000,118279
20/07/17,4,743000,1.50,726000,744000,716000,148719
20/07/20,0,739000,-0.54,744000,752000,735000,190729
20/07/21,1,750000,1.49,743000,752000,742000,167336
20/07/22,2,790000,5.33,757000,790000,744000,371837
20/07/23,3,775000,-1.90,794000,797000,772000,200661
20/07/24,4,755000,-2.58,768000,773000,755000,145328
20/07/27,0,754000,-0.13,753000,765000,752000,93656
20/07/28,1,761000,0.93,764000,771000,760000,167728
20/07/29,2,741000,-2.63,763000,763000,737000,191530
20/07/30,3,736000,-0.67,735000,744000,724000,143504
20/07/31,4,733000,-0.41,736000,745000,733000,95025
20/08/03,0,736000,0.41,728000,740000,717000,163725
20/08/04,1,735000,-0.14,735000,746000,730000,108754
20/08/05,2,787000,7.07,746000,793000,740000,521095
20/08/06,3,778000,-1.14,806000,811000,773000,286882
20/08/07,4,768000,-1.29,783000,785000,762000,167220
20/08/10,0,771000,0.39,768000,781000,756000,177707
20/08/11,1,804000,4.28,793000,832000,783000,761446
20/08/12,2,843000,4.85,815000,854000,814000,760424
20/08/13,3,820000,-2.73,837000,844000,809000,366305
20/08/14,4,800000,-2.44,815000,830000,791000,216375
20/08/18,1,802000,0.25,800000,837000,795000,271955
20/08/19,2,809000,0.87,815000,828000,805000,150028
20/08/20,3,794000,-1.85,800000,823000,792000,201445
20/08/21,4,799000,0.63,808000,809000,788000,143094
20/08/24,0,820000,2.63,800000,822000,799000,131478
20/08/25,1,815000,-0.61,824000,826000,808000,104240
20/08/26,2,812000,-0.37,812000,822000,807000,101158
20/08/27,3,801000,-1.35,810000,812000,799000,132306
20/08/28,4,799000,-0.25,808000,809000,795000,100079
20/08/31,0,778000,-2.63,797000,799000,775000,233612
20/09/01,1,781000,0.39,775000,802000,775000,162447
20/09/02,2,770000,-1.41,783000,786000,758000,188679
20/09/03,3,779000,1.17,768000,788000,765000,132075
20/09/04,4,773000,-0.77,757000,774000,757000,124897
20/09/07,0,776000,0.39,773000,788000,767000,85511
20/09/08,1,774000,-0.26,777000,781000,770000,71815
20/09/09,2,759000,-1.94,764000,772000,756000,129170
20/09/10,3,764000,0.66,766000,767000,759000,84507
20/09/11,4,761000,-0.39,758000,762000,755000,72604
20/09/14,0,763000,0.26,773000,773000,760000,77199
20/09/15,1,773000,1.31,766000,782000,761000,93709
20/09/16,2,776000,0.39,778000,780000,771000,79971
20/09/17,3,757000,-2.45,773000,775000,757000,121310
20/09/18,4,758000,0.13,758000,762000,748000,64797
20/09/21,0,740000,-2.37,755000,762000,735000,96630
20/09/22,1,731000,-1.22,765000,772000,730000,174966
20/09/23,2,705000,-3.56,732000,736000,698000,199488
20/09/24,3,673000,-4.54,690000,698000,673000,186230
20/09/25,4,675000,0.30,674000,690000,665000,109274
20/09/28,0,685000,1.48,680000,690000,676000,59316
20/09/29,1,690000,0.73,690000,696000,685000,69147
20/10/05,0,685000,-0.72,697000,701000,682000,69478
20/10/06,1,712000,3.94,688000,714000,687000,101544
20/10/07,2,721000,1.26,712000,726000,710000,87946
20/10/08,3,715000,-0.83,725000,728000,712000,75344
20/10/12,0,719000,0.56,724000,724000,715000,54650
20/10/13,1,723000,0.56,719000,724000,718000,57458
20/10/14,2,707000,-2.21,720000,720000,709000,64578
20/10/15,3,704000,-0.42,713000,719000,704000,67044
20/10/16,4,687000,-2.41,690000,699000,684000,113875
20/10/19,0,686000,-0.15,692000,699000,688000,58832
20/10/20,1,682000,-0.58,682000,689000,670000,81702
20/10/21,2,688000,0.88,683000,688000,677000,46859
20/10/22,3,658000,-4.36,679000,684000,652000,186612
20/10/23,4,636000,-3.34,659000,660000,631000,196988
20/10/26,0,630000,-0.94,648000,661000,626000,189595
20/10/27,1,635000,0.79,630000,656000,624000,127882
20/10/28,2,637000,0.31,635000,643000,633000,55140
20/10/29,3,697000,9.42,630000,701000,630000,301106
20/10/30,4,682000,-2.15,695000,712000,676000,251134
20/11/02,0,698000,2.35,691000,699000,682000,84738
20/11/03,1,699000,0.14,699000,707000,690000,97868
20/11/04,2,733000,4.86,709000,740000,707000,252251
20/11/05,3,781000,6.55,767000,787000,757000,447218
20/11/06,4,777000,-0.51,781000,783000,767000,157305
20/11/09,0,761000,-2.06,765000,774000,753000,263933
20/11/10,1,752000,-1.18,777000,779000,750000,210011
20/11/11,2,761000,1.20,752000,767000,746000,117807
20/11/12,3,753000,-1.05,761000,765000,753000,72329
20/11/13,4,757000,0.53,749000,766000,741000,82968
20/11/16,0,758000,0.13,763000,765000,753000,74377
20/11/17,1,774000,2.11,761000,777000,757000,202657
20/11/18,2,812000,4.91,787000,817000,785000,403958
20/11/19,3,808000,-0.49,816000,826000,805000,183412
20/11/20,4,799000,-1.11,807000,807000,792000,120173
20/11/23,0,804000,0.63,805000,814000,802000,102645
20/11/24,1,802000,-0.25,806000,806000,792000,125177
20/11/25,2,803000,0.12,798000,833000,796000,233314
20/11/26,3,799000,-0.50,807000,808000,797000,79921
20/11/27,4,799000,0.00,799000,807000,796000,88639
20/11/30,0,786000,-1.63,805000,812000,786000,158509
20/12/01,1,793000,0.89,794000,799000,786000,76336
20/12/02,2,790000,-0.38,796000,796000,777000,146554
20/12/03,3,805000,1.90,786000,805000,782000,143791
20/12/04,4,825000,2.48,802000,828000,798000,301856
20/12/07,0,880000,6.67,833000,880000,827000,507215
20/12/08,1,828000,-5.91,872000,873000,828000,400980
20/12/09,2,822000,-0.72,831000,838000,811000,193188
20/12/10,3,819000,-0.36,809000,830000,804000,164234
20/12/11,4,820000,0.12,826000,828000,815000,86772
20/12/14,0,812000,-0.98,818000,819000,810000,83466
20/12/15,1,800000,-1.48,815000,815000,796000,115628
20/12/16,2,807000,0.88,801000,816000,794000,108007
20/12/17,3,804000,-0.37,804000,805000,798000,69288
20/12/18,4,802000,-0.25,804000,808000,800000,66994
20/12/21,0,823000,2.62,802000,828000,797000,187024
20/12/22,1,803000,-2.43,824000,826000,800000,107220
20/12/23,2,796000,-0.87,808000,810000,795000,119092
20/12/24,3,794000,-0.25,798000,802000,788000,113354
20/12/28,0,789000,-0.63,797000,805000,788000,190178
20/12/29,1,822000,4.18,808000,827000,798000,222705
20/12/30,2,826000,0.49,828000,833000,816000,150024
21/01/04,0,829000,0.36,819000,838000,804000,182864
21/01/05,1,832000,0.36,825000,834000,818000,119911
21/01/06,2,817000,-1.80,828000,837000,816000,145873
21/01/07,3,819000,0.24,824000,824000,816000,116480
21/01/08,4,837000,2.20,821000,840000,815000,263860
21/01/11,0,846000,1.08,841000,883000,824000,560123
21/01/12,1,818000,-3.31,847000,862000,806000,289113
21/01/13,2,830000,1.47,814000,832000,802000,207744
21/01/14,3,816000,-1.69,828000,828000,810000,163631
21/01/15,4,804000,-1.47,820000,824000,804000,142061
21/01/18,0,788000,-1.99,793000,811000,786000,163860
21/01/19,1,796000,1.02,786000,807000,775000,137717
21/01/20,2,795000,-0.13,800000,804000,786000,98277
21/01/21,3,796000,0.13,795000,802000,793000,85041
21/01/22,4,794000,-0.25,799000,804000,789000,117646
21/01/25,0,790000,-0.50,791000,798000,786000,117640
21/01/26,1,802000,1.52,795000,827000,793000,277731
21/01/27,2,849000,5.86,829000,852000,808000,652417
21/01/28,3,838000,-1.30,830000,846000,816000,233243
21/01/29,4,793000,-5.37,844000,844000,792000,276664
21/02/01,0,813000,2.52,801000,816000,795000,138666
21/02/02,1,826000,1.60,817000,829000,806000,136914
21/02/03,2,825000,-0.12,832000,834000,813000,114009
21/02/04,3,813000,-1.45,821000,822000,806000,97807
21/02/05,4,812000,-0.12,813000,817000,806000,67117
21/02/08,0,804000,-0.99,811000,819000,803000,67546
21/02/09,1,802000,-0.25,805000,810000,802000,59434
21/02/10,2,799000,-0.37,806000,807000,795000,82470
21/02/15,0,800000,0.13,804000,805000,799000,70396
21/02/16,1,796000,-0.50,801000,803000,794000,88743
21/02/17,2,786000,-1.26,793000,793000,778000,131486
21/02/18,3,783000,-0.38,784000,794000,783000,62888
21/02/19,4,793000,1.28,785000,793000,779000,81612
21/02/22,0,780000,-1.64,793000,794000,779000,77046
21/02/23,1,760000,-2.56,773000,774000,755000,138304
21/02/24,2,747000,-1.71,757000,770000,745000,125104
21/02/25,3,775000,3.75,754000,779000,748000,81593
21/02/26,4,750000,-3.23,763000,764000,750000,124989
21/03/02,1,753000,0.40,757000,772000,748000,83482
21/03/03,2,761000,1.06,751000,761000,748000,56621
21/03/04,3,748000,-1.71,750000,756000,747000,87883
21/03/05,4,719000,-3.88,735000,739000,713000,140641
21/03/08,0,696000,-3.20,723000,723000,695000,114589
21/03/09,1,687000,-1.29,686000,702000,679000,170456
21/03/10,2,685000,-0.29,699000,703000,685000,65475
21/03/11,3,715000,4.38,685000,721000,685000,110454
21/03/12,4,743000,3.92,725000,756000,724000,129033
21/03/15,0,735000,-1.08,740000,742000,724000,59610
21/03/16,1,733000,-0.27,750000,750000,733000,61599
21/03/17,2,719000,-1.91,734000,735000,714000,78695
21/03/18,3,722000,0.42,729000,733000,722000,63699
21/03/19,4,708000,-1.94,707000,717000,705000,71381
21/03/22,0,715000,0.99,715000,718000,706000,39471
21/03/23,1,713000,-0.28,719000,732000,712000,62167
21/03/24,2,716000,0.42,705000,717000,705000,38877
21/03/25,3,718000,0.28,713000,725000,710000,40360
21/03/26,4,725000,0.97,720000,735000,718000,52111
21/03/29,0,748000,3.17,726000,748000,721000,82903
21/03/30,1,747000,-0.13,751000,752000,741000,34703
21/03/31,2,748000,0.13,749000,760000,744000,52596
21/04/01,3,747000,-0.13,744000,753000,742000,57031
21/04/02,4,744000,-0.40,748000,752000,740000,46372
21/04/05,0,750000,0.81,741000,751000,726000,72103
21/04/06,1,754000,0.53,746000,755000,743000,55193
21/04/07,2,765000,1.46,754000,779000,745000,103587
21/04/08,3,763000,-0.26,760000,770000,757000,43788
21/04/09,4,770000,0.92,763000,772000,758000,50421
21/04/12,0,782000,1.56,771000,785000,766000,76799
21/04/13,1,784000,0.26,784000,787000,776000,62975
21/04/14,2,790000,0.77,784000,798000,784000,81368
21/04/15,3,806000,2.03,790000,815000,782000,149649
21/04/16,4,831000,3.10,815000,834000,796000,208728
21/04/19,0,830000,-0.12,837000,867000,822000,448937
21/04/20,1,837000,0.84,835000,849000,830000,108759
21/04/21,2,833000,-0.48,830000,845000,820000,124866
21/04/22,3,805000,-3.36,821000,827000,804000,142543
21/04/23,4,812000,0.87,805000,816000,795000,73481
21/04/26,0,819000,0.86,810000,821000,805000,64069
21/04/27,1,807000,-1.47,819000,823000,807000,53297
21/04/28,2,791000,-1.98,804000,811000,791000,73974
21/04/29,3,800000,1.14,795000,809000,795000,67566
21/04/30,4,804000,0.50,795000,815000,794000,65795
21/05/03,0,773000,-3.86,804000,804000,767000,107110
21/05/04,1,764000,-1.16,767000,772000,745000,97400
21/05/06,3,783000,2.49,760000,789000,752000,92941
21/05/07,4,804000,2.68,785000,828000,785000,192884
21/05/10,0,816000,1.49,806000,824000,804000,87358
21/05/11,1,817000,0.12,815000,818000,801000,90692
21/05/12,2,856000,4.77,838000,864000,827000,785496
21/05/13,3,866000,1.17,844000,905000,843000,603585
21/05/14,4,948000,9.47,901000,948000,866000,1010588
21/05/17,0,874000,-7.81,930000,932000,874000,546343
21/05/18,1,894000,2.29,888000,917000,875000,399446
21/05/20,3,891000,-0.34,896000,900000,868000,220304
21/05/21,4,861000,-3.37,887000,888000,853000,224370
21/05/24,0,858000,-0.35,880000,906000,858000,507253
21/05/25,1,850000,-0.93,858000,864000,836000,205987
21/05/26,2,835000,-1.76,850000,855000,832000,143340
21/05/27,3,817000,-2.16,824000,832000,806000,215484
21/05/28,4,827000,1.22,817000,834000,817000,118554
21/05/31,0,845000,2.18,828000,846000,827000,119113
21/06/01,1,832000,-1.54,865000,873000,829000,207823
21/06/02,2,818000,-1.68,833000,836000,816000,127408
21/06/03,3,824000,0.73,822000,828000,811000,88042
21/06/04,4,840000,1.94,819000,842000,818000,104312
21/06/07,0,842000,0.24,852000,856000,840000,92575
21/06/08,1,855000,1.54,880000,881000,852000,267532
21/06/09,2,834000,-2.46,857000,861000,834000,117646
21/06/10,3,855000,2.52,835000,862000,831000,134990
21/06/11,4,845000,-1.17,860000,860000,845000,76050
21/06/14,0,853000,0.95,846000,855000,845000,60306
21/06/15,1,842000,-1.29,850000,850000,841000,51168
21/06/16,2,833000,-1.07,839000,839000,832000,70626
21/06/17,3,833000,0.00,828000,840000,827000,54444
21/06/18,4,836000,0.36,831000,840000,830000,59330
21/06/21,0,854000,2.15,828000,856000,827000,79659
21/06/22,1,846000,-0.94,850000,851000,840000,66216
21/06/23,2,857000,1.30,849000,865000,847000,124793
21/06/24,3,855000,-0.23,858000,864000,849000,70683
21/06/25,4,849000,-0.70,855000,861000,844000,60580
21/06/28,0,843000,-0.71,850000,854000,843000,48640
21/06/29,1,846000,0.36,842000,855000,839000,50518
21/06/30,2,841000,-0.59,846000,850000,841000,51281
21/07/01,3,855000,1.66,845000,860000,838000,106751
21/07/02,4,855000,0.00,854000,860000,849000,43494
21/07/05,0,867000,1.40,857000,876000,850000,146462
21/07/06,1,850000,-1.96,864000,865000,850000,70185
21/07/07,2,845000,-0.59,850000,859000,845000,63222
21/07/08,3,863000,2.13,851000,869000,850000,149679
21/07/09,4,857000,-0.70,863000,877000,848000,110673
21/07/12,0,870000,1.52,864000,870000,857000,58273
21/07/13,1,865000,-0.57,870000,871000,858000,50327
21/07/14,2,864000,-0.12,866000,868000,859000,44645
21/07/15,3,874000,1.16,866000,878000,865000,83299
21/07/16,4,899000,2.86,877000,904000,874000,233974
21/07/19,0,916000,1.89,901000,924000,891000,183976
21/07/20,1,913000,-0.33,914000,932000,900000,126069
21/07/21,2,901000,-1.31,915000,915000,886000,124618
21/07/22,3,884000,-1.89,898000,909000,883000,107502
21/07/23,4,893000,1.02,880000,900000,875000,73603
21/07/26,0,894000,0.11,898000,920000,890000,119465
21/07/27,1,908000,1.57,902000,915000,897000,119227
21/07/28,2,906000,-0.22,897000,917000,897000,157281
21/07/29,3,911000,0.55,912000,920000,903000,82368
21/07/30,4,890000,-2.31,913000,913000,889000,94672
21/08/02,0,913000,2.58,898000,915000,895000,76937
21/08/03,1,909000,-0.44,913000,917000,903000,61569
21/08/04,2,903000,-0.66,910000,913000,892000,81836
21/08/05,3,912000,1.00,908000,938000,907000,186525
21/08/06,4,919000,0.77,927000,929000,916000,90944
21/08/09,0,909000,-1.09,916000,919000,906000,63998
21/08/10,1,947000,4.18,920000,984000,915000,523623
21/08/11,2,975000,2.96,957000,980000,943000,277414
21/08/12,3,972000,-0.31,966000,987000,955000,152001
21/08/13,4,983000,1.13,978000,990000,966000,147387
21/08/17,1,1012000,2.95,994000,1020000,990000,322585
21/08/18,2,993000,-1.88,1017000,1047000,984000,237435
21/08/19,3,975000,-1.81,984000,1004000,972000,145935
21/08/20,4,986000,1.13,981000,1004000,976000,145247
21/08/23,0,1009000,2.33,995000,1014000,991000,132244
21/08/24,1,956000,-5.25,1013000,1014000,945000,319689
21/08/25,2,963000,0.73,963000,971000,935000,198943
21/08/26,3,954000,-0.93,964000,965000,946000,100079
21/08/27,4,947000,-0.73,947000,954000,943000,75275
21/08/30,0,947000,0.00,952000,954000,931000,85372
21/08/31,1,965000,1.90,941000,965000,939000,128840
21/09/01,2,962000,-0.31,966000,969000,956000,67635
21/09/02,3,948000,-1.46,962000,962000,948000,57000
21/09/03,4,951000,0.32,949000,961000,948000,53506
21/09/06,0,954000,0.32,952000,959000,947000,38495
21/09/07,1,950000,-0.42,950000,953000,946000,38510
21/09/08,2,931000,-2.00,945000,950000,930000,68979
21/09/09,3,913000,-1.93,925000,930000,909000,103517
21/09/10,4,925000,1.31,919000,935000,919000,59758
21/09/13,0,913000,-1.30,920000,929000,908000,45749
21/09/14,1,913000,0.00,916000,919000,910000,55234
21/09/15,2,936000,2.52,919000,940000,915000,76766
21/09/16,3,916000,-2.14,936000,942000,916000,55857
21/09/17,4,933000,1.86,917000,933000,914000,71228
21/09/23,3,920000,-1.39,919000,939000,919000,50033
21/09/24,4,922000,0.22,921000,926000,915000,46886
21/09/27,0,920000,-0.22,925000,935000,917000,51127
21/09/28,1,871000,-5.33,913000,913000,869000,179106
21/09/29,2,874000,0.34,854000,878000,849000,102177
21/09/30,3,874000,0.00,867000,882000,866000,59201
21/10/01,4,875000,0.11,872000,883000,870000,53368
21/10/05,1,812000,-7.20,849000,859000,807000,170809
21/10/06,2,791000,-2.59,818000,823000,783000,139569
21/10/07,3,815000,3.03,798000,824000,798000,79810
21/10/08,4,830000,1.84,828000,830000,812000,60505
21/10/12,1,834000,0.48,840000,844000,821000,83369
21/10/13,2,829000,-0.60,834000,841000,829000,44924
21/10/14,3,859000,3.62,841000,859000,835000,60936
21/10/15,4,869000,1.16,864000,871000,855000,63084
21/10/18,0,858000,-1.27,876000,877000,858000,45258
21/10/19,1,868000,1.17,870000,871000,859000,30213
21/10/20,2,875000,0.81,870000,887000,868000,43048
21/10/21,3,868000,-0.80,875000,877000,861000,38914
21/10/22,4,880000,1.38,868000,883000,867000,43131
21/10/25,0,877000,-0.34,877000,879000,861000,39704
21/10/26,1,879000,0.23,878000,889000,870000,51109
21/10/27,2,898000,2.16,895000,908000,893000,87845
21/10/28,3,886000,-1.34,908000,908000,886000,76267
21/10/29,4,871000,-1.69,896000,899000,866000,55423
21/11/01,0,874000,0.34,877000,883000,870000,39448
21/11/02,1,874000,0.00,868000,883000,868000,36404
21/11/03,2,874000,0.00,876000,880000,862000,37933
21/11/04,3,865000,-1.03,882000,889000,864000,45906
21/11/05,4,864000,-0.12,865000,873000,850000,48988
21/11/08,0,823000,-4.75,850000,854000,808000,96993
21/11/09,1,826000,0.36,821000,836000,820000,39166
21/11/10,2,820000,-0.73,821000,836000,814000,57089
21/11/11,3,819000,-0.12,813000,820000,811000,39365
21/11/12,4,833000,1.71,820000,844000,820000,46428
21/11/15,0,864000,3.72,845000,873000,840000,76609
21/11/16,1,872000,0.93,866000,875000,851000,45731
21/11/17,2,850000,-2.52,868000,871000,845000,49961
21/11/18,3,841000,-1.06,845000,851000,834000,39378
21/11/19,4,892000,6.06,854000,892000,850000,111679
21/11/22,0,876000,-1.79,884000,896000,873000,69421
21/11/23,1,855000,-2.40,869000,877000,852000,59915
21/11/24,2,849000,-0.70,851000,865000,847000,41799
21/11/25,3,847000,-0.24,845000,855000,845000,24821
21/11/26,4,870000,2.72,844000,884000,842000,71357
21/11/29,0,884000,1.61,888000,920000,876000,113628
21/11/30,1,889000,0.57,887000,905000,884000,119393
21/12/01,2,891000,0.22,890000,915000,886000,95400
21/12/02,3,892000,0.11,886000,896000,865000,59739
21/12/03,4,900000,0.90,876000,904000,872000,58605
21/12/06,0,901000,0.11,901000,909000,885000,46974
21/12/07,1,877000,-2.66,886000,892000,849000,93704
21/12/08,2,914000,4.22,883000,920000,882000,139324
21/12/09,3,916000,0.22,914000,919000,900000,96606
21/12/10,4,901000,-1.64,907000,916000,901000,39525
21/12/13,0,872000,-3.22,907000,910000,871000,78202
21/12/14,1,890000,2.06,886000,895000,872000,74909
21/12/15,2,904000,1.57,899000,912000,895000,79450
21/12/16,3,958000,5.97,917000,959000,917000,285399
21/12/17,4,955000,-0.31,953000,967000,943000,140167
21/12/20,0,935000,-2.09,961000,962000,930000,64857
21/12/21,1,929000,-0.64,936000,945000,924000,48341
21/12/22,2,901000,-3.01,915000,925000,898000,80433
21/12/23,3,896000,-0.55,901000,905000,882000,68267
21/12/24,4,885000,-1.23,896000,903000,885000,49424
21/12/27,0,886000,0.11,885000,897000,885000,57185
21/12/28,1,891000,0.56,891000,893000,883000,90833
21/12/29,2,890000,-0.11,899000,905000,884000,71560
21/12/30,3,903000,1.46,959000,959000,896000,173007
