date,weekdate,SamsungE_RU,SamsungE_U,SamsungE_UC,SamsungE_D,SamsungE_RD,SamsungE_end,SamsungE_start,SamsungE_high,SamsungE_low,SamsungE_abount
18/02/28,2,2353000,0,0,0.5,0.5,0,2369000,2405000,2350000,303247
18/03/02,4,2301000,0,0,0,1,0,2329000,2340000,2300000,265310
18/03/05,0,2260000,0,0,0,1,0,2291000,2308000,2254000,282019
18/03/06,1,2351000,0.5,0.5,0,0,0,2296000,2355000,2291000,308467
18/03/07,2,2431000,0.5,0.5,0,0,0,2410000,2445000,2361000,428541
18/03/08,3,2460000,0,1,0,0,0,2460000,2474000,2404000,389273
18/03/09,4,2487000,0,1,0,0,0,2472000,2527000,2462000,286088
18/03/12,0,2487000,0,0,1,0,0,2528000,2539000,2479000,173779
18/03/13,1,2583000,0.5,0.5,0,0,0,2538000,2583000,2518000,401974
18/03/14,2,2588000,0,0,1,0,0,2551000,2600000,2550000,254265
18/03/15,3,2577000,0,0,1,0,0,2600000,2601000,2551000,177649
18/03/16,4,2557000,0,0,0.5,0.5,0,2561000,2571000,2512000,243698
18/03/19,0,2537000,0,0,0.5,0.5,0,2531000,2567000,2522000,164377
18/03/20,1,2560000,0,0.5,0.5,0,0,2535000,2560000,2505000,163865
18/03/21,2,2553000,0,0,1,0,0,2589000,2589000,2553000,178104
18/03/22,3,2589000,0,1,0,0,0,2553000,2589000,2552000,169082
18/03/23,4,2486000,0,0,0,0.5,0.5,2517000,2536000,2480000,297099
18/03/26,0,2514000,0,1,0,0,0,2471000,2510000,2452000,201155
18/03/27,1,2499000,0,0,0.5,0.5,0,2516000,2523000,2454000,237480
18/03/28,2,2435000,0,0,0,1,0,2455000,2455000,2417000,303189
18/03/29,3,2452000,0,0.5,0.5,0,0,2435000,2478000,2416000,201340
18/03/30,4,2461000,0,0,1,0,0,2454000,2495000,2454000,155542
18/04/02,0,2427000,0,0,0,1,0,2450000,2461000,2425000,142313
18/04/03,1,2406000,0,0,0.5,0.5,0,2394000,2407000,2364000,255365
18/04/04,2,2346000,0,0,0,1,0,2408000,2413000,2346000,247684
18/04/05,3,2437000,0.5,0.5,0,0,0,2370000,2469000,2367000,264912
18/04/06,4,2420000,0,0,0.5,0.5,0,2400000,2429000,2370000,250654
18/04/09,0,2460000,0,1,0,0,0,2413000,2472000,2410000,199008
18/04/10,1,2444000,0,0,0.5,0.5,0,2427000,2461000,2402000,219687
18/04/11,2,2443000,0,0,1,0,0,2495000,2495000,2430000,201022
18/04/12,3,2450000,0,0,1,0,0,2472000,2472000,2444000,249325
18/04/13,4,2490000,0,1,0,0,0,2480000,2509000,2470000,205566
18/04/16,0,2517000,0,1,0,0,0,2516000,2530000,2493000,157549
18/04/17,1,2499000,0,0,0.5,0.5,0,2512000,2527000,2491000,155440
18/04/18,2,2568000,0,1,0,0,0,2550000,2568000,2529000,269252
18/04/19,3,2639000,0,1,0,0,0,2600000,2649000,2577000,343811
18/04/20,4,2581000,0,0,0,1,0,2590000,2613000,2571000,235220
18/04/23,0,2595000,0,0.5,0.5,0,0,2550000,2604000,2550000,232380
18/04/24,1,2523000,0,0,0,1,0,2592000,2593000,2504000,315406
18/04/25,2,2520000,0,0,1,0,0,2461000,2525000,2461000,332292
18/04/26,3,2607000,0.5,0.5,0,0,0,2521000,2608000,2520000,360931
18/04/27,4,2650000,0,1,0,0,0,2669000,2682000,2622000,606216
18/04/30,0,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/02,2,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/03,3,2650000,0,0,1,0,0,2650000,2650000,2650000,0
18/05/04,4,51900,0,0,0,1,0,53000,53900,51800,39565391
18/05/08,1,52600,0,1,0,0,0,52600,53200,51900,23104720
18/05/09,2,50900,0,0,0,0.5,0.5,52600,52800,50900,16128305
18/05/10,3,51600,0,1,0,0,0,51700,51700,50600,13905263
18/05/11,4,51300,0,0,0.5,0.5,0,52000,52200,51200,10314997
18/05/14,0,50100,0,0,0,1,0,51000,51100,49900,14909272
18/05/15,1,49200,0,0,0,1,0,50200,50400,49100,18709146
18/05/16,2,49850,0,1,0,0,0,49200,50200,49150,15918683
18/05/17,3,49400,0,0,0.5,0.5,0,50300,50500,49400,10365440
18/05/18,4,49500,0,0,1,0,0,49900,49900,49350,6706570
18/05/21,0,50000,0,1,0,0,0,49650,50200,49100,9020998
18/05/23,2,51800,0.5,0.5,0,0,0,50600,52000,50400,17095490
18/05/24,3,51400,0,0,0.5,0.5,0,52000,52000,51100,8289275
18/05/25,4,52700,0,1,0,0,0,51000,52800,50800,15207266
18/05/28,0,52300,0,0,0.5,0.5,0,52500,53000,52000,9787820
18/05/29,1,51300,0,0,0,1,0,52200,52500,51300,8480437
18/05/30,2,49500,0,0,0,0.5,0.5,51300,51500,49100,20498098
18/05/31,3,50700,0,1,0,0,0,50400,50800,49850,63491109
18/06/01,4,51300,0,1,0,0,0,50500,51700,49950,13038499
18/06/04,0,51100,0,0,1,0,0,50800,51200,50700,9767171
18/06/05,1,51300,0,0,1,0,0,51100,51400,50400,9144100
18/06/07,3,50600,0,0,0,1,0,51800,51800,50500,13590016
18/06/08,4,49650,0,0,0,1,0,50200,50400,49600,16951706
18/06/11,0,49900,0,0,1,0,0,49750,50300,49350,10571312
18/06/12,1,49400,0,0,0,1,0,49700,49800,49250,12110569
18/06/14,3,48200,0,0,0,1,0,49000,49000,48200,20971729
18/06/15,4,47650,0,0,0,1,0,48500,48700,47650,17080892
18/06/18,0,46600,0,0,0,1,0,47600,47650,46200,16661870
18/06/19,1,47000,0,0.5,0.5,0,0,47200,47350,46500,15217971
18/06/20,2,47000,0,0,1,0,0,47450,47600,46850,12959316
18/06/21,3,47050,0,0,1,0,0,47900,47900,47050,10015541
18/06/22,4,47250,0,0,1,0,0,47000,47250,46200,10298006
18/06/25,0,46650,0,0,0,1,0,47050,47050,46150,10587711
18/06/26,1,47000,0,0.5,0.5,0,0,45900,47300,45900,11223166
18/06/27,2,47950,0,1,0,0,0,47450,48500,47000,15274752
18/06/28,3,46800,0,0,0,1,0,46850,47150,46600,12784800
18/06/29,4,46650,0,0,1,0,0,46250,47150,46200,14099635
18/07/02,0,45550,0,0,0,1,0,46500,47150,45500,13112253
18/07/03,1,46150,0,1,0,0,0,45750,46450,45750,10959655
18/07/04,2,46250,0,0,1,0,0,46700,47050,46050,8776763
18/07/05,3,45950,0,0,0.5,0.5,0,46100,46550,45600,7039773
18/07/06,4,44900,0,0,0,1,0,45500,45850,44650,17843706
18/07/09,0,45600,0,1,0,0,0,45500,46100,45200,11602464
18/07/10,1,46300,0,1,0,0,0,46200,46550,46100,10528665
18/07/11,2,46000,0,0,0.5,0.5,0,46400,46450,45400,11224077
18/07/12,3,45500,0,0,0,1,0,45900,46250,45450,11828104
18/07/13,4,46500,0,1,0,0,0,45800,46500,45750,11543389
18/07/16,0,46050,0,0,0.5,0.5,0,46800,46800,46000,7678719
18/07/17,1,45850,0,0,1,0,0,46150,46200,45600,8892953
18/07/18,2,46550,0,1,0,0,0,46700,47200,46450,10952645
18/07/19,3,46900,0,0.5,0.5,0,0,47050,47200,46600,9880128
18/07/20,4,47450,0,1,0,0,0,47000,47600,46700,10474547
18/07/23,0,46500,0,0,0,1,0,47100,47200,46150,10823782
18/07/24,1,46150,0,0,0.5,0.5,0,46350,46600,45950,8261363
18/07/25,2,46150,0,0,1,0,0,46250,46550,45900,7222471
18/07/26,3,46900,0,1,0,0,0,46100,47000,46000,7374946
18/07/27,4,46900,0,0,1,0,0,46450,47000,46450,4762460
18/07/30,0,46500,0,0,0.5,0.5,0,46550,46800,46350,5723035
18/07/31,1,46250,0,0,0.5,0.5,0,46200,46450,46000,8033607
18/08/01,2,46550,0,0.5,0.5,0,0,46050,46850,46050,7484499
18/08/02,3,45550,0,0,0,1,0,46550,46800,45500,8560924
18/08/03,4,45750,0,0,1,0,0,45850,45900,45450,8274944
18/08/06,0,45800,0,0,1,0,0,46150,46150,45750,6771979
18/08/07,1,46700,0,1,0,0,0,46300,46750,45900,9058174
18/08/08,2,46800,0,0,1,0,0,47000,47000,46550,6429338
18/08/09,3,46900,0,0,1,0,0,47000,47050,46450,12010886
18/08/10,4,45400,0,0,0,0.5,0.5,46150,46400,44850,16670643
18/08/13,0,45050,0,0,0.5,0.5,0,44950,45100,44650,9803831
18/08/14,1,45150,0,0,1,0,0,44850,45400,44850,6409259
18/08/16,3,44250,0,0,0,1,0,43800,44650,43700,10088229
18/08/17,4,44100,0,0,1,0,0,44050,44400,44050,6808747
18/08/20,0,43850,0,0,0.5,0.5,0,43500,44200,43500,7289124
18/08/21,1,44800,0,1,0,0,0,43700,44900,43700,9520270
18/08/22,2,46100,0,1,0,0,0,45150,46200,44900,11641656
18/08/23,3,46200,0,0,1,0,0,46150,46200,45700,6730918
18/08/24,4,46150,0,0,1,0,0,45900,46400,45550,6582535
18/08/27,0,46300,0,0,1,0,0,46100,46550,46000,5263782
18/08/28,1,46550,0,0.5,0.5,0,0,46800,46950,46300,7365976
18/08/29,2,46800,0,0.5,0.5,0,0,46750,46800,46400,5572374
18/08/30,3,47650,0,1,0,0,0,46950,47950,46700,12193231
18/08/31,4,48450,0,1,0,0,0,47100,48450,47000,13577454
18/09/03,0,47450,0,0,0,1,0,48200,48300,47300,8595084
18/09/04,1,47650,0,0,1,0,0,47550,47800,47200,6791255
18/09/05,2,46600,0,0,0,1,0,47300,47450,46400,9139998
18/09/06,3,46100,0,0,0,1,0,46200,46400,45800,9040553
18/09/07,4,44900,0,0,0,1,0,44500,45200,44400,18285508
18/09/10,0,45500,0,1,0,0,0,45450,45550,45000,9979838
18/09/11,1,45050,0,0,0.5,0.5,0,45550,45900,45050,9865790
18/09/12,2,44550,0,0,0,1,0,44900,45100,44500,12995269
18/09/13,3,44050,0,0,0,1,0,44550,44750,44000,18277942
18/09/14,4,45850,0.5,0.5,0,0,0,45000,45850,44900,12446344
18/09/17,0,45150,0,0,0,1,0,45550,45800,44900,8123384
18/09/18,1,45500,0,0.5,0.5,0,0,44950,45900,44700,9987090
18/09/19,2,46150,0,1,0,0,0,46000,46200,45700,9367454
18/09/20,3,47250,0,1,0,0,0,46850,47600,46400,13536966
18/09/21,4,47400,0,0,1,0,0,46550,47550,46550,14476906
18/09/27,3,47500,0,0,1,0,0,46950,47500,46450,15804586
18/09/28,4,46450,0,0,0,1,0,47250,47250,46300,11270515
18/10/01,0,46350,0,0,1,0,0,46450,46800,45800,6354983
18/10/02,1,45700,0,0,0,1,0,46450,46700,45700,6607188
18/10/04,3,44700,0,0,0,1,0,45150,45600,44700,11865327
18/10/05,4,44700,0,0,1,0,0,44800,45500,44550,10544165
18/10/08,0,44950,0,0.5,0.5,0,0,44200,45200,44200,6759464
18/10/10,2,45300,0,0.5,0.5,0,0,45250,45500,44500,10341349
18/10/11,3,43100,0,0,0,0.5,0.5,44000,44650,43100,19324537
18/10/12,4,44000,0,1,0,0,0,43200,44650,43200,12640906
18/10/15,0,43800,0,0,1,0,0,44050,44050,43350,7434522
18/10/16,1,43600,0,0,1,0,0,43700,44150,43350,6825677
18/10/17,2,44150,0,1,0,0,0,44150,44500,44000,8306193
18/10/18,3,44050,0,0,1,0,0,43950,44450,43700,8347725
18/10/19,4,43900,0,0,1,0,0,43900,44150,43450,7842520
18/10/22,0,43550,0,0,0.5,0.5,0,43450,43950,43200,8357648
18/10/23,1,43050,0,0,0,1,0,43300,43450,42550,9531231
18/10/24,2,42550,0,0,0,1,0,43050,43100,42250,13522825
18/10/25,3,41000,0,0,0,0.5,0.5,40600,41550,40550,19338170
18/10/26,4,41000,0,0,1,0,0,41100,41300,40400,14413864
18/10/29,0,41400,0,0.5,0.5,0,0,40850,41950,40550,14460521
18/10/30,1,42350,0,1,0,0,0,41400,43000,41000,14205190
18/10/31,2,42400,0,0,1,0,0,42900,43350,41700,17621480
18/11/01,3,42150,0,0,0.5,0.5,0,42450,42950,42150,13423132
18/11/02,4,44150,0.5,0.5,0,0,0,43050,44250,42800,16517112
18/11/05,0,43800,0,0,0.5,0.5,0,43750,43800,42900,9426777
18/11/06,1,43750,0,0,1,0,0,43750,43800,42950,7713625
18/11/07,2,44000,0,0.5,0.5,0,0,43600,44500,43400,11553998
18/11/08,3,44050,0,0,1,0,0,44900,45050,44050,12617397
18/11/09,4,44300,0,0.5,0.5,0,0,44450,44850,43900,7318500
18/11/12,0,45200,0,1,0,0,0,43850,45250,43700,8552566
18/11/13,1,44500,0,0,0,1,0,43900,44500,43400,9311126
18/11/14,2,44100,0,0,0.5,0.5,0,44500,44500,43800,6783344
18/11/15,3,44250,0,0,1,0,0,44050,44350,43500,5864067
18/11/16,4,44000,0,0,0.5,0.5,0,44600,44750,43700,7777124
18/11/19,0,43650,0,0,0.5,0.5,0,44050,44250,43450,7538720
18/11/20,1,42800,0,0,0,1,0,42450,43000,42100,9420664
18/11/21,2,42100,0,0,0,1,0,41800,42300,41800,10769589
18/11/22,3,42450,0,0.5,0.5,0,0,42000,42650,42000,5970796
18/11/23,4,42400,0,0,1,0,0,42450,42600,41900,5192638
18/11/26,0,42600,0,0,1,0,0,42150,42800,42100,6613009
18/11/27,1,43050,0,1,0,0,0,42900,43100,42500,8367091
18/11/28,2,43150,0,0,1,0,0,42800,43200,42750,6943099
18/11/29,3,43150,0,0,1,0,0,43850,43850,42900,8473511
18/11/30,4,41850,0,0,0,0.5,0.5,43450,44000,41750,19775519
18/12/03,0,43250,0.5,0.5,0,0,0,42750,43400,42400,12110702
18/12/04,1,42150,0,0,0,1,0,42650,42900,41900,14347746
18/12/05,2,41450,0,0,0,1,0,40900,41750,40850,12631983
18/12/06,3,40500,0,0,0,1,0,40600,41100,40450,14251826
18/12/07,4,40950,0,1,0,0,0,40900,41400,40850,11433083
18/12/10,0,40200,0,0,0,1,0,40450,40650,40000,14892263
18/12/11,1,40250,0,0,1,0,0,40600,40700,40200,10638766
18/12/12,2,40450,0,0,1,0,0,40250,40700,40150,12024279
18/12/13,3,40000,0,0,0,1,0,40650,40750,40000,26254646
18/12/14,4,38950,0,0,0,1,0,40200,40200,38700,19671783
18/12/17,0,39150,0,0.5,0.5,0,0,38650,39600,38650,11532968
18/12/18,1,38900,0,0,0.5,0.5,0,38300,39200,38300,11042101
18/12/19,2,39100,0,0.5,0.5,0,0,38900,39350,38850,9942037
18/12/20,3,38650,0,0,0,1,0,38600,39100,38500,11937617
18/12/21,4,38650,0,0,1,0,0,38200,38650,38100,14947080
18/12/24,0,38800,0,0,1,0,0,38500,39050,38300,9729530
18/12/26,2,38350,0,0,0,1,0,38400,38750,38300,12707675
18/12/27,3,38250,0,0,1,0,0,38700,38800,38100,10510643
18/12/28,4,38700,0,1,0,0,0,38250,38900,38200,9900267
19/01/02,2,38750,0,0,1,0,0,39400,39400,38550,7847664
19/01/03,3,37600,0,0,0,1,0,38300,38550,37450,12471493
19/01/04,4,37450,0,0,1,0,0,37450,37600,36850,14108958
19/01/07,0,38750,0.5,0.5,0,0,0,38000,38900,37800,12748997
19/01/08,1,38100,0,0,0,1,0,38000,39200,37950,12756554
19/01/09,2,39600,0.5,0.5,0,0,0,38650,39600,38300,17452708
19/01/10,3,39800,0,0.5,0.5,0,0,40000,40150,39600,14731699
19/01/11,4,40500,0,1,0,0,0,40350,40550,39950,11661063
19/01/14,0,40050,0,0,0,1,0,40450,40700,39850,11984996
19/01/15,1,41100,0,1,0,0,0,40050,41100,39850,11492756
19/01/16,2,41450,0,0.5,0.5,0,0,41150,41450,40700,8491595
19/01/17,3,41950,0,1,0,0,0,41700,42100,41450,11736903
19/01/18,4,42300,0,0.5,0.5,0,0,42000,42400,41950,11029256
19/01/21,0,42750,0,1,0,0,0,42700,42750,41900,11355701
19/01/22,1,42150,0,0,0,1,0,42750,42850,41850,9964356
19/01/23,2,42000,0,0,1,0,0,41350,42250,41350,11071079
19/01/24,3,43050,0,1,0,0,0,43050,43100,42350,14747623
19/01/25,4,44750,0.5,0.5,0,0,0,44300,44750,43750,22789395
19/01/28,0,45050,0,0.5,0.5,0,0,45000,45500,44600,17998914
19/01/29,1,45500,0,0.5,0.5,0,0,45050,45500,44350,16215017
19/01/30,2,46400,0,1,0,0,0,44800,46400,44800,17505980
19/01/31,3,46150,0,0,0.5,0.5,0,46650,47050,46150,21621145
19/02/01,4,46350,0,0,1,0,0,46650,46950,46250,13832454
19/02/07,3,46200,0,0,1,0,0,46800,47100,46200,15872001
19/02/08,4,44800,0,0,0,0.5,0.5,45700,45700,44650,12689196
19/02/11,0,45000,0,0,1,0,0,44500,45000,44250,11125044
19/02/12,1,46050,0,1,0,0,0,44650,46250,44650,13184367
19/02/13,2,46200,0,0,1,0,0,46400,46700,46000,11299738
19/02/14,3,47500,0,1,0,0,0,46600,47500,46150,17259341
19/02/15,4,46050,0,0,0,0.5,0.5,46750,46850,45650,10554643
19/02/18,0,46200,0,0,1,0,0,46500,46850,45850,8183728
19/02/19,1,45950,0,0,0.5,0.5,0,45850,46150,45450,6741395
19/02/20,2,46900,0,1,0,0,0,46750,47100,46500,11506720
19/02/21,3,46950,0,0,1,0,0,46500,47200,46200,8694009
19/02/22,4,47150,0,0,1,0,0,46500,47150,46450,6895772
19/02/25,0,47350,0,0,1,0,0,47400,47550,47050,7484716
19/02/26,1,46750,0,0,0,1,0,47350,47450,46500,7985547
19/02/27,2,46750,0,0,1,0,0,47000,47250,46750,8045211
19/02/28,3,45100,0,0,0,0.5,0.5,46400,46500,45100,23569321
19/03/04,0,44850,0,0,0.5,0.5,0,46000,46100,44800,12926539
19/03/05,1,44250,0,0,0,1,0,44600,45100,44150,10612405
19/03/06,2,44000,0,0,0.5,0.5,0,44000,44300,43700,10202544
19/03/07,3,44450,0,1,0,0,0,43400,44950,43400,11049749
19/03/08,4,43800,0,0,0,1,0,44450,44800,43800,7729069
19/03/11,0,43650,0,0,1,0,0,44400,44450,43650,10717408
19/03/12,1,44650,0,1,0,0,0,44300,44950,44150,11431977
19/03/13,2,43850,0,0,0,1,0,44250,44450,43700,8108343
19/03/14,3,43850,0,0,1,0,0,43700,44300,43550,18039161
19/03/15,4,44200,0,0.5,0.5,0,0,43800,44250,43700,16814163
19/03/18,0,43700,0,0,0,1,0,43950,44150,43450,8188876
19/03/19,1,43900,0,0,1,0,0,43750,43900,43550,7609563
19/03/20,2,44050,0,0,1,0,0,43800,44200,43100,9846242
19/03/21,3,45850,0.5,0.5,0,0,0,44600,46250,44050,21138016
19/03/22,4,46550,0,1,0,0,0,46850,47000,46250,12535911
19/03/25,0,45500,0,0,0,1,0,45300,45650,44800,8699728
19/03/26,1,45250,0,0,0.5,0.5,0,45500,45700,44900,9729811
19/03/27,2,45350,0,0,1,0,0,44750,45600,44250,9568081
19/03/28,3,44850,0,0,0,1,0,44950,45200,44300,6821306
19/03/29,4,44650,0,0,1,0,0,44500,44900,44200,11491713
19/04/01,0,45050,0,0.5,0.5,0,0,45200,45450,44850,7362129
19/04/02,1,45750,0,1,0,0,0,45550,46100,45350,9480688
19/04/03,2,46600,0,1,0,0,0,46750,46750,45800,12436570
19/04/04,3,46950,0,0.5,0.5,0,0,46150,47100,46150,12650168
19/04/05,4,46850,0,0,1,0,0,46950,47550,46600,8546339
19/04/08,0,46650,0,0,1,0,0,47250,47250,46150,8507909
19/04/09,1,46650,0,0,1,0,0,46700,46950,46200,6878761
19/04/10,2,46700,0,0,1,0,0,46400,46700,46050,11883995
19/04/11,3,46250,0,0,0.5,0.5,0,46700,46800,46150,13697399
19/04/12,4,46850,0,1,0,0,0,46050,46900,46000,7668936
19/04/15,0,47050,0,0,1,0,0,47150,47500,47000,8733019
19/04/16,1,47250,0,0,1,0,0,47400,47400,46800,7730881
19/04/17,2,47050,0,0,1,0,0,47300,47600,47000,5513658
19/04/18,3,45600,0,0,0,0.5,0.5,47200,47250,45500,12808747
19/04/19,4,45300,0,0,0.5,0.5,0,45750,46000,45250,8479710
19/04/22,0,45350,0,0,1,0,0,45400,45900,45100,6006957
19/04/23,1,45200,0,0,1,0,0,45050,45500,45000,6920566
19/04/24,2,44750,0,0,0,1,0,45400,45650,44150,13299267
19/04/25,3,44650,0,0,1,0,0,44250,45000,44100,10868965
19/04/26,4,44850,0,0,1,0,0,44200,45000,43800,9739982
19/04/29,0,46150,0,1,0,0,0,45150,46100,45100,8777517
19/04/30,1,45850,0,0,0.5,0.5,0,46000,46300,45350,11121273
19/05/02,3,45900,0,0,1,0,0,45500,46150,45400,8625126
19/05/03,4,45300,0,0,0,1,0,45900,46050,45300,6562916
19/05/07,1,44850,0,0,0.5,0.5,0,45250,45300,44400,12014907
19/05/08,2,44250,0,0,0,1,0,44300,44850,44200,10398754
19/05/09,3,42450,0,0,0,0.5,0.5,43900,44250,42450,23029718
19/05/10,4,42900,0,1,0,0,0,42600,43450,42450,14579512
19/05/13,0,42650,0,0,0.5,0.5,0,42500,43200,42350,7635079
19/05/14,1,42650,0,0,1,0,0,41300,43100,41300,11563730
19/05/15,2,42550,0,0,1,0,0,42700,43050,42550,7670185
19/05/16,3,41550,0,0,0,1,0,42350,42400,41350,13687828
19/05/17,4,42000,0,1,0,0,0,41950,42050,40850,15752397
19/05/21,1,43150,0,1,0,0,0,42600,43950,42350,18812133
19/05/22,2,43500,0,0.5,0.5,0,0,43700,43800,42400,11033339
19/05/23,3,43850,0,0.5,0.5,0,0,43900,44000,43250,12259006
19/05/24,4,42700,0,0,0,1,0,43800,43800,42400,13966305
19/05/27,0,42650,0,0,1,0,0,42500,43000,42350,8066669
19/05/28,1,42550,0,0,1,0,0,42550,42950,42150,24506881
19/05/29,2,41800,0,0,0,1,0,41850,42100,41300,14930618
19/05/30,3,42550,0,1,0,0,0,42200,42700,42150,11766018
19/05/31,4,42500,0,0,1,0,0,42600,42800,42150,11365999
19/06/03,0,43800,0.5,0.5,0,0,0,42950,43900,42500,15466580
19/06/04,1,43450,0,0,0.5,0.5,0,43400,43700,43000,9913497
19/06/05,2,43900,0,1,0,0,0,44050,44200,43700,12464135
19/06/07,4,44200,0,0.5,0.5,0,0,43600,44350,43450,11683682
19/06/10,0,44800,0,1,0,0,0,44300,44850,44050,8792182
19/06/11,1,44850,0,0,1,0,0,44800,45000,44550,6664872
